"","external_gene_name","log2FC_TSC","pval_TSC","padj_TSC","log2FC_KD","pval_KD","padj_KD","Ratio"
"139","P4htm",-1.28203376064915,0.00000256221355956521,0.0000317997078469862,-1.32285266186555,0.000265712753153738,0.00248990460834962,0.969143274687271
"140","Pknox1",-0.354588249614992,0.00592220282545466,0.0252553970416496,-0.502072317616132,0.00646793366269764,0.0212523878858609,0.706249353277626
"141","Cnp",0.509574948550546,0.00422435746416029,0.0192087633721879,1.81536573876357,0.00000178108930466082,0.000228641272212922,0.280700983647303
"142","Sulf2",0.83314252060682,0.000348253606466712,0.00234376898865695,0.673935167901153,0.000526136387317291,0.00382787427319015,1.23623541297227
"143","Ezh1",-0.265549589392685,0.0287956624697861,0.0890456157986983,-0.512104072854674,0.00460471519171648,0.0166594946142792,0.518546138312091
"144","P3h4",-0.711314591966572,0.0255299693411463,0.0812137867525836,-0.655167270958144,0.00106800190911736,0.0060514879479611,1.08569921529553
"145","Chrd",0.306561419763692,0.044238541651586,0.123667165375475,0.939022263786841,0.0255849859319183,0.0588368575624846,0.326468744763736
"146","Slc44a4",2.0636440478797,0.0221286922339379,0.0723997278962274,1.44892354250885,0.00465419344860904,0.0167879822888861,1.42426014026002
"147","Dennd2c",1.10555518013399,2.28804474540136e-07,0.00000370277154914952,1.0926496883487,0.0103724337803988,0.0298651133765171,1.01181118882191
"148","Lrrc8a",0.426142397239714,0.0463091680803819,0.128139745578486,0.383561652165007,0.0141448550320945,0.0375771400602282,1.11101408296257
"149","Tgfbr1",-0.555738008450258,0.000141814468672213,0.00108213671641875,-0.815913092410675,0.00131057966923827,0.00693354295159124,0.681124023648511
"150","Gabrb2",2.34132773017389,0.0000108362191579404,0.000115397188117902,2.22400239583514,0.0121784736196662,0.0335816421325854,1.05275414026462
"151","Cav1",-0.630328481836529,0.000524626021971072,0.0033252582143634,-0.271719604781127,0.0395306361663594,0.0822547276465502,2.3197754992477
"152","Dio2",2.28368620570929,2.54156769922297e-11,9.26546894064461e-10,1.46309442717199,0.00141483177823143,0.00730095286384621,1.56086043613974
"153","0610009B22Rik",-0.82077889611554,0.0000141443281425389,0.000146198478088129,-1.01889511342504,0.0000271782452431199,0.000727186811086937,0.805557790297442
"154","Aldh16a1",0.481128817244493,0.00747924456916383,0.0307233314876895,0.834802896359879,0.000173212682016325,0.00193511646559779,0.576338222282689
"155","Hnrnph1",-0.662942459929938,1.10090567395858e-09,3.05126221194529e-08,-0.74641233673302,0.000382652597202707,0.0031196700626246,0.888171895485514
"156","Crlf1",0.465235237614449,0.032534249194186,0.097991718798834,1.30389523630102,0.000589381582948317,0.00411376003834494,0.356804154706678
"157","Ctsd",0.683772833739898,4.70117807775471e-07,0.00000707229810823724,0.651614453294806,0.000222548666603713,0.00224194045398572,1.04935185259088
"158","Clstn3",2.36086084475343,4.14108771755037e-11,1.4441615616639e-09,1.59740771024855,0.000747884647855743,0.00478838042620483,1.47793254634166
"159","Fbxw9",1.32791383985985,0.000228047172051025,0.00164075371570727,2.6112472515261,0.0142075773966529,0.0376949201815662,0.50853623266957
"160","Scrn3",-0.336969584389115,0.0170681966227853,0.059071989090833,-1.34414419131602,0.0000106134469699346,0.000482791903869923,0.250694521143
"161","Carhsp1",1.91345708691023,2.68800246680227e-27,6.77176024435158e-25,0.454605360914702,0.00850554142250381,0.0259221810132005,4.20905086350105
"162","Rdh13",0.456072881706217,0.00118084038485132,0.00665045207070587,0.549923571256327,0.00528822684120574,0.0183875043377704,0.829338667306615
"163","Acyp1",-0.462956763675594,0.0252467736781165,0.0804645568189064,-1.22484825404293,0.0000168961802954928,0.000577747801606274,0.377970709553191
"164","Vdac3",-0.190157733717465,0.0430013435353071,0.121050646686533,-0.641881472150398,0.000174863671231846,0.00194440987086476,0.296250541521955
"165","Ap1b1",0.40907624135684,0.0000478606958511351,0.000422302098828885,0.897505862271103,0.0000605784121286856,0.00108249522923796,0.455792277859544
"166","Syn2",2.19765588416063,1.63778022005428e-12,7.29395576102802e-11,0.974510843815519,0.0105418515801714,0.0302428629296679,2.25513743444466
"167","Mcu",0.355830651941772,0.00810702827643766,0.032799264208531,0.545072465690589,0.00441699157515009,0.0161723280590067,0.652813477728958
"168","Sdhb",0.342201210074582,0.0149166678886154,0.053039485420674,0.458156834292785,0.00823735824647132,0.0253540636234288,0.746908448070641
"169","Tmem86a",0.947793514936399,0.000160840595668989,0.00121414508689484,0.488326554829445,0.00396106456621887,0.014980962096523,1.94090103346403
"170","Rdm1",-1.071345701568,7.68975456566292e-09,1.74456138862667e-07,-0.844877860477178,0.0000797261165460898,0.00125112302795588,1.26804802408116
"171","Ebf3",-1.02285509452911,1.27398264247598e-09,3.45716286532991e-08,-1.20022925053109,0.000920151389145432,0.00547490076541532,0.852216436215422
"172","Tnfrsf22",2.22043357088884,1.69765905697625e-17,1.47705088776815e-15,2.17672735026894,0.00967717443159346,0.0284554859850891,1.02007886776196
"173","Thg1l",0.654775182038265,0.003803937819144,0.0176343494779818,0.641298930692419,0.0170837822131336,0.0433106049238077,1.0210139931643
"174","Adam19",0.40102559706915,0.0465074373807445,0.128477747225792,0.758753179787123,0.00480231224160426,0.0171610081933756,0.528532344578329
"175","Pabpc4",-0.798470171432356,4.69396035913231e-11,1.62023224748045e-09,-0.393385754971547,0.0265915215667072,0.0605678609252089,2.02973839632324
"176","Evi5l",0.575930076503948,2.1735041330716e-08,4.43074592537628e-07,1.32908171749293,0.0000606279893806143,0.00108249522923796,0.43332931972786
"177","Gltp",1.11822175790934,2.19065635116793e-11,8.0733817797737e-10,0.757815681110108,0.00122569140007852,0.00662828631114403,1.47558540392207
"178","Dhdds",-0.269097331357956,0.01475781794964,0.0526187598588875,-0.405165881387529,0.0336599853415922,0.0725544126225314,0.664165823727326
"179","Kif11",2.27294031112528,3.03403956032591e-07,0.00000476830109299264,1.2002953997176,0.00386579590666927,0.0147231262613318,1.89365077268483
"180","Etv5",1.51928559597637,2.82959775228249e-17,2.43677451330491e-15,0.525250773364916,0.0210975712814056,0.0508155707536809,2.89249568590516
"181","Ptprs",0.941253656769937,1.51201918806643e-09,4.03785304510192e-08,1.90120625870225,0.0000481234201014244,0.000970668322895503,0.495082347042361
"182","Ehmt2",0.253199048567093,0.0263029454876467,0.0831243993420687,1.55661371205295,7.60927094976535e-07,0.000168199175295549,0.162660168419794
"183","Clip3",0.579885094808297,0.00543410967711654,0.0234770669239642,1.05793909414248,0.000352492785121401,0.00296297629264838,0.548127106767264
"184","Myl2",1.50204110435521,0.0118349566063961,0.0443226608740536,1.13678944431914,0.00349528572748757,0.013700754527674,1.32130106578781
"185","Cacybp",-0.58028723660735,0.018550666868094,0.0629506847741374,-0.393905115179058,0.00842554209012508,0.0257486810298231,1.47316501930565
"186","Ube2z",0.8180443630793,4.67108352409189e-13,2.24624554994721e-11,0.376278054561862,0.0263127757480416,0.060075554268119,2.17404218279971
"187","Map3k4",0.466697705191672,0.000145008048789219,0.0011045085088056,0.79069483870127,0.0000996557704206933,0.00140719314393979,0.590237449833656
"188","Rbsn",0.296516406701911,0.00109763675167905,0.00625912524715904,0.420811182129587,0.028225613367335,0.063383956805426,0.704630530969589
"189","Strip1",0.482762606680638,0.0000812037306274257,0.000667301737711937,0.667449347114731,0.0035229222647689,0.0137803397279568,0.723294747035918
"190","Kif1a",0.973816809934652,0.0140045162096966,0.0504658900733282,2.70286623429404,0.00122834326795913,0.00663705639489934,0.360290419695522
"191","4931428F04Rik",0.571125021820172,0.0272761088727575,0.0855272973552433,0.840395345764858,0.0280326349579056,0.0630667865135184,0.679590890999499
"192","Ppp1cb",-0.311323381043223,0.00538371542048519,0.0233123993284683,-0.801352240750893,0.00044937564166964,0.00346686466215231,0.388497548533093
"193","Galns",1.37222865278575,0.000211043909546235,0.00153609752015132,0.921645742695871,0.00291617635939271,0.0120309613963566,1.48888948238604
"194","Map2",-0.904042451477874,0.019688827305923,0.0661217103256417,-1.39263965569628,0.0432096938017085,0.0880455588755243,0.649157481463415
"195","Abca1",-0.926289845140385,0.000160689323259173,0.00121354590035417,-1.45370994175311,0.00000189265491726493,0.000232832604151088,0.637190280217332
