age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Mass,Diet,age.weeks
37,23303,9156,M,-/-,Body Weight,2019-08-28,16.8,NA,5
37,23303,9156,M,-/-,Total Fat Mass,2019-08-28,1.68,NA,5
37,23303,9156,M,-/-,Body Weight,2019-08-28,16.8,NA,5
37,23303,9156,M,-/-,Total Fat Mass,2019-08-28,1.5,NA,5
37,23303,9156,M,-/-,Lean Mass,2019-08-28,13.8,NA,5
37,23303,9156,M,-/-,Body Weight,2019-08-28,16.8,NA,5
37,23303,9156,M,-/-,Total Fat Mass,2019-08-28,1.5,NA,5
37,23303,9156,M,-/-,Lean Mass,2019-08-28,13.8,NA,5
37,23305,9158,F,+/+,Body Weight,2019-08-28,16.4,NA,5
37,23305,9158,F,+/+,Total Fat Mass,2019-08-28,1.73,NA,5
37,23305,9158,F,+/+,Body Weight,2019-08-28,16.4,NA,5
37,23305,9158,F,+/+,Total Fat Mass,2019-08-28,1.73,NA,5
37,23305,9158,F,+/+,Lean Mass,2019-08-28,13.23,NA,5
37,23305,9158,F,+/+,Body Weight,2019-08-28,16.4,NA,5
37,23305,9158,F,+/+,Total Fat Mass,2019-08-28,1.73,NA,5
37,23305,9158,F,+/+,Lean Mass,2019-08-28,13.23,NA,5
37,23306,9159,F,-/-,Body Weight,2019-08-28,14.4,NA,5
37,23306,9159,F,-/-,Total Fat Mass,2019-08-28,1.76,NA,5
37,23306,9159,F,-/-,Body Weight,2019-08-28,14.4,NA,5
37,23306,9159,F,-/-,Total Fat Mass,2019-08-28,1.76,NA,5
37,23306,9159,F,-/-,Lean Mass,2019-08-28,11.62,NA,5
37,23306,9159,F,-/-,Body Weight,2019-08-28,14.4,NA,5
37,23306,9159,F,-/-,Total Fat Mass,2019-08-28,1.76,NA,5
37,23306,9159,F,-/-,Lean Mass,2019-08-28,11.62,NA,5
37,23307,9160,F,+/+,Body Weight,2019-08-28,17,NA,5
37,23307,9160,F,+/+,Total Fat Mass,2019-08-28,1.47,NA,5
37,23307,9160,F,+/+,Body Weight,2019-08-28,17,NA,5
37,23307,9160,F,+/+,Total Fat Mass,2019-08-28,1.47,NA,5
37,23307,9160,F,+/+,Lean Mass,2019-08-28,14.2,NA,5
37,23307,9160,F,+/+,Body Weight,2019-08-28,17,NA,5
37,23307,9160,F,+/+,Total Fat Mass,2019-08-28,1.47,NA,5
37,23307,9160,F,+/+,Lean Mass,2019-08-28,14.2,NA,5
31,23338,9184,M,+/+,Body Weight,2019-08-28,14.7,NA,4
31,23338,9184,M,+/+,Total Fat Mass,2019-08-28,1,NA,4
31,23338,9184,M,+/+,Body Weight,2019-08-28,14.7,NA,4
31,23338,9184,M,+/+,Total Fat Mass,2019-08-28,1,NA,4
31,23338,9184,M,+/+,Lean Mass,2019-08-28,12.78,NA,4
31,23338,9184,M,+/+,Body Weight,2019-08-28,14.7,NA,4
31,23338,9184,M,+/+,Total Fat Mass,2019-08-28,1,NA,4
31,23338,9184,M,+/+,Lean Mass,2019-08-28,12.78,NA,4
31,23339,9185,M,-/-,Body Weight,2019-08-28,14.5,NA,4
31,23339,9185,M,-/-,Total Fat Mass,2019-08-28,0.95,NA,4
31,23339,9185,M,-/-,Body Weight,2019-08-28,14.5,NA,4
31,23339,9185,M,-/-,Total Fat Mass,2019-08-28,0.95,NA,4
31,23339,9185,M,-/-,Lean Mass,2019-08-28,12.46,NA,4
31,23339,9185,M,-/-,Body Weight,2019-08-28,14.5,NA,4
31,23339,9185,M,-/-,Total Fat Mass,2019-08-28,0.95,NA,4
31,23339,9185,M,-/-,Lean Mass,2019-08-28,12.46,NA,4
31,23340,9186,F,-/-,Body Weight,2019-08-28,14,NA,4
31,23340,9186,F,-/-,Total Fat Mass,2019-08-28,1.1,NA,4
31,23340,9186,F,-/-,Body Weight,2019-08-28,14,NA,4
31,23340,9186,F,-/-,Total Fat Mass,2019-08-28,1.1,NA,4
31,23340,9186,F,-/-,Lean Mass,2019-08-28,11.65,NA,4
31,23340,9186,F,-/-,Body Weight,2019-08-28,14,NA,4
31,23340,9186,F,-/-,Total Fat Mass,2019-08-28,1.1,NA,4
31,23340,9186,F,-/-,Lean Mass,2019-08-28,11.65,NA,4
31,23342,9188,F,+/+,Body Weight,2019-08-28,13,NA,4
31,23342,9188,F,+/+,Total Fat Mass,2019-08-28,0.447,NA,4
31,23342,9188,F,+/+,Total Fat Mass,2019-08-28,1.04,NA,4
31,23342,9188,F,+/+,Body Weight,2019-08-28,13,NA,4
31,23342,9188,F,+/+,Total Fat Mass,2019-08-28,1.04,NA,4
31,23342,9188,F,+/+,Lean Mass,2019-08-28,10.92,NA,4
31,23342,9188,F,+/+,Body Weight,2019-08-28,13,NA,4
31,23342,9188,F,+/+,Total Fat Mass,2019-08-28,1.04,NA,4
31,23342,9188,F,+/+,Lean Mass,2019-08-28,10.92,NA,4
31,23343,9189,F,-/-,Body Weight,2019-08-28,12.3,NA,4
31,23343,9189,F,-/-,Total Fat Mass,2019-08-28,0.95,NA,4
31,23343,9189,F,-/-,Body Weight,2019-08-28,12.3,NA,4
31,23343,9189,F,-/-,Total Fat Mass,2019-08-28,0.95,NA,4
31,23343,9189,F,-/-,Lean Mass,2019-08-28,10.22,NA,4
31,23343,9189,F,-/-,Body Weight,2019-08-28,12.3,NA,4
31,23343,9189,F,-/-,Total Fat Mass,2019-08-28,0.95,NA,4
31,23343,9189,F,-/-,Lean Mass,2019-08-28,10.22,NA,4
31,23344,9190,F,-/-,Body Weight,2019-08-28,11.7,NA,4
31,23344,9190,F,-/-,Total Fat Mass,2019-08-28,0.83,NA,4
31,23344,9190,F,-/-,Body Weight,2019-08-28,11.7,NA,4
31,23344,9190,F,-/-,Total Fat Mass,2019-08-28,0.83,NA,4
31,23344,9190,F,-/-,Lean Mass,2019-08-28,9.85,NA,4
31,23344,9190,F,-/-,Body Weight,2019-08-28,11.7,NA,4
31,23344,9190,F,-/-,Total Fat Mass,2019-08-28,0.83,NA,4
31,23344,9190,F,-/-,Lean Mass,2019-08-28,9.85,NA,4
31,23345,9191,F,-/-,Body Weight,2019-08-28,12.4,NA,4
31,23345,9191,F,-/-,Total Fat Mass,2019-08-28,1.06,NA,4
31,23345,9191,F,-/-,Body Weight,2019-08-28,12.4,NA,4
31,23345,9191,F,-/-,Total Fat Mass,2019-08-28,1.06,NA,4
31,23345,9191,F,-/-,Lean Mass,2019-08-28,10.6,NA,4
31,23345,9191,F,-/-,Body Weight,2019-08-28,12.4,NA,4
31,23345,9191,F,-/-,Total Fat Mass,2019-08-28,1.06,NA,4
31,23345,9191,F,-/-,Lean Mass,2019-08-28,10.6,NA,4
87,23034,8901,M,+/+,Body Weight,2019-09-04,19.5,NA,12
87,23034,8901,M,+/+,Total Fat Mass,2019-09-04,1.22,NA,12
87,23034,8901,M,+/+,Lean Mass,2019-09-04,16.61,NA,12
87,23035,8902,F,+/+,Body Weight,2019-09-04,17.9,NA,12
87,23035,8902,F,+/+,Total Fat Mass,2019-09-04,2.18,NA,12
87,23035,8902,F,+/+,Lean Mass,2019-09-04,14.16,NA,12
85,23036,8905,M,+/+,Body Weight,2019-09-04,25.9,NA,12
85,23036,8905,M,+/+,Total Fat Mass,2019-09-04,3.37,NA,12
85,23036,8905,M,+/+,Lean Mass,2019-09-04,20.04,NA,12
85,23037,8906,F,+/+,Body Weight,2019-09-04,19,NA,12
85,23037,8906,F,+/+,Total Fat Mass,2019-09-04,2.17,NA,12
85,23037,8906,F,+/+,Lean Mass,2019-09-04,15.08,NA,12
85,23038,8907,F,-/-,Body Weight,2019-09-04,19.1,NA,12
85,23038,8907,F,-/-,Total Fat Mass,2019-09-04,2.63,NA,12
85,23038,8907,F,-/-,Lean Mass,2019-09-04,14.68,NA,12
85,23039,8908,F,-/-,Body Weight,2019-09-04,20.3,NA,12
85,23039,8908,F,-/-,Total Fat Mass,2019-09-04,2.8,NA,12
85,23039,8908,F,-/-,Lean Mass,2019-09-04,15.81,NA,12
85,23040,8903,M,+/+,Body Weight,2019-09-04,21.9,NA,12
85,23040,8903,M,+/+,Total Fat Mass,2019-09-04,2.57,NA,12
85,23040,8903,M,+/+,Lean Mass,2019-09-04,17.44,NA,12
85,23041,8904,M,+/+,Body Weight,2019-09-04,23.7,NA,12
85,23041,8904,M,+/+,Total Fat Mass,2019-09-04,4.07,NA,12
85,23041,8904,M,+/+,Lean Mass,2019-09-04,17.84,NA,12
44,23300,9153,M,-/-,Body Weight,2019-09-04,19.6,NA,6
44,23300,9153,M,-/-,Total Fat Mass,2019-09-04,1.41,NA,6
44,23300,9153,M,-/-,Lean Mass,2019-09-04,16.45,NA,6
44,23301,9154,M,+/+,Body Weight,2019-09-04,16.3,NA,6
44,23301,9154,M,+/+,Total Fat Mass,2019-09-04,1.2,NA,6
44,23301,9154,M,+/+,Lean Mass,2019-09-04,13.3,NA,6
44,23303,9156,M,-/-,Body Weight,2019-09-04,18.5,NA,6
44,23303,9156,M,-/-,Total Fat Mass,2019-09-04,1.57,NA,6
44,23303,9156,M,-/-,Lean Mass,2019-09-04,15.26,NA,6
44,23305,9158,F,+/+,Body Weight,2019-09-04,17.4,NA,6
44,23305,9158,F,+/+,Total Fat Mass,2019-09-04,1.43,NA,6
44,23305,9158,F,+/+,Lean Mass,2019-09-04,14.54,NA,6
44,23306,9159,F,-/-,Body Weight,2019-09-04,16.1,NA,6
44,23306,9159,F,-/-,Total Fat Mass,2019-09-04,1.67,NA,6
44,23306,9159,F,-/-,Lean Mass,2019-09-04,12.99,NA,6
44,23307,9160,F,+/+,Body Weight,2019-09-04,18,NA,6
44,23307,9160,F,+/+,Total Fat Mass,2019-09-04,1.3,NA,6
44,23307,9160,F,+/+,Lean Mass,2019-09-04,14.78,NA,6
38,23338,9184,M,+/+,Body Weight,2019-09-04,20.2,NA,5
38,23338,9184,M,+/+,Total Fat Mass,2019-09-04,1.35,NA,5
38,23338,9184,M,+/+,Lean Mass,2019-09-04,17.43,NA,5
38,23339,9185,M,-/-,Body Weight,2019-09-04,19.4,NA,5
38,23339,9185,M,-/-,Total Fat Mass,2019-09-04,1.34,NA,5
38,23339,9185,M,-/-,Lean Mass,2019-09-04,16.42,NA,5
38,23340,9186,F,-/-,Body Weight,2019-09-04,16.6,NA,5
38,23340,9186,F,-/-,Total Fat Mass,2019-09-04,1.43,NA,5
38,23340,9186,F,-/-,Lean Mass,2019-09-04,13.79,NA,5
38,23343,9189,F,-/-,Body Weight,2019-09-04,15,NA,5
38,23343,9189,F,-/-,Total Fat Mass,2019-09-04,1.31,NA,5
38,23343,9189,F,-/-,Lean Mass,2019-09-04,12.58,NA,5
38,23344,9190,F,-/-,Body Weight,2019-09-04,14.6,NA,5
38,23344,9190,F,-/-,Total Fat Mass,2019-09-04,1.1,NA,5
38,23344,9190,F,-/-,Lean Mass,2019-09-04,12.16,NA,5
38,23345,9191,F,-/-,Body Weight,2019-09-04,15.5,NA,5
38,23345,9191,F,-/-,Total Fat Mass,2019-09-04,1.17,NA,5
38,23345,9191,F,-/-,Lean Mass,2019-09-04,12.97,NA,5
23,23486,9329,M,+/+,Body Weight,2019-09-04,7.6,NA,3
23,23486,9329,M,+/+,Total Fat Mass,2019-09-04,0.41,NA,3
23,23486,9329,M,+/+,Lean Mass,2019-09-04,6.34,NA,3
23,23492,9335,F,+/+,Body Weight,2019-09-04,6.7,NA,3
23,23492,9335,F,+/+,Total Fat Mass,2019-09-04,0.47,NA,3
23,23492,9335,F,+/+,Lean Mass,2019-09-04,5.78,NA,3
28,23493,9336,F,-/-,Body Weight,2019-09-04,8.7,NA,4
28,23493,9336,F,-/-,Total Fat Mass,2019-09-04,0.62,NA,4
28,23493,9336,F,-/-,Lean Mass,2019-09-04,7.54,NA,4
26,23494,9337,M,-/-,Body Weight,2019-09-04,10.9,NA,4
26,23494,9337,M,-/-,Total Fat Mass,2019-09-04,1,NA,4
26,23494,9337,M,-/-,Lean Mass,2019-09-04,9,NA,4
94,23034,8901,M,+/+,Body Weight,2019-09-11,20,NA,13
94,23034,8901,M,+/+,Total Fat Mass,2019-09-11,1.13,NA,13
94,23034,8901,M,+/+,Lean Mass,2019-09-11,16.89,NA,13
94,23035,8902,F,+/+,Body Weight,2019-09-11,18.1,NA,13
94,23035,8902,F,+/+,Total Fat Mass,2019-09-11,1.63,NA,13
94,23035,8902,F,+/+,Lean Mass,2019-09-11,14.73,NA,13
92,23036,8905,M,+/+,Body Weight,2019-09-11,25.9,NA,13
92,23036,8905,M,+/+,Total Fat Mass,2019-09-11,3.38,NA,13
92,23036,8905,M,+/+,Lean Mass,2019-09-11,20.15,NA,13
92,23037,8906,F,+/+,Body Weight,2019-09-11,19,NA,13
92,23037,8906,F,+/+,Total Fat Mass,2019-09-11,2.27,NA,13
92,23037,8906,F,+/+,Lean Mass,2019-09-11,14.96,NA,13
92,23038,8907,F,-/-,Body Weight,2019-09-11,18.9,NA,13
92,23038,8907,F,-/-,Total Fat Mass,2019-09-11,2.73,NA,13
92,23038,8907,F,-/-,Lean Mass,2019-09-11,14.65,NA,13
92,23039,8908,F,-/-,Body Weight,2019-09-11,20,NA,13
92,23039,8908,F,-/-,Total Fat Mass,2019-09-11,2.29,NA,13
92,23039,8908,F,-/-,Lean Mass,2019-09-11,15.81,NA,13
92,23040,8903,M,+/+,Body Weight,2019-09-11,21.8,NA,13
92,23040,8903,M,+/+,Total Fat Mass,2019-09-11,2.37,NA,13
92,23041,8904,M,+/+,Body Weight,2019-09-11,24.1,NA,13
92,23041,8904,M,+/+,Total Fat Mass,2019-09-11,4.11,NA,13
92,23041,8904,M,+/+,Lean Mass,2019-09-11,18.39,NA,13
51,23300,9153,M,-/-,Body Weight,2019-09-11,21.3,NA,7
51,23300,9153,M,-/-,Total Fat Mass,2019-09-11,1.26,NA,7
51,23300,9153,M,-/-,Lean Mass,2019-09-11,17.69,NA,7
51,23301,9154,M,+/+,Body Weight,2019-09-11,18.1,NA,7
51,23301,9154,M,+/+,Total Fat Mass,2019-09-11,1.18,NA,7
51,23301,9154,M,+/+,Lean Mass,2019-09-11,14.99,NA,7
51,23303,9156,M,-/-,Body Weight,2019-09-11,21,NA,7
51,23303,9156,M,-/-,Total Fat Mass,2019-09-11,1.58,NA,7
51,23303,9156,M,-/-,Lean Mass,2019-09-11,17.58,NA,7
51,23305,9158,F,+/+,Body Weight,2019-09-11,18.6,NA,7
51,23305,9158,F,+/+,Total Fat Mass,2019-09-11,1.39,NA,7
51,23305,9158,F,+/+,Lean Mass,2019-09-11,15.34,NA,7
51,23306,9159,F,-/-,Body Weight,2019-09-11,17.8,NA,7
51,23306,9159,F,-/-,Total Fat Mass,2019-09-11,1.71,NA,7
51,23306,9159,F,-/-,Lean Mass,2019-09-11,14.43,NA,7
51,23307,9160,F,+/+,Body Weight,2019-09-11,18.3,NA,7
51,23307,9160,F,+/+,Total Fat Mass,2019-09-11,1.39,NA,7
51,23307,9160,F,+/+,Lean Mass,2019-09-11,15.17,NA,7
45,23338,9184,M,+/+,Body Weight,2019-09-11,20.9,NA,6
45,23338,9184,M,+/+,Total Fat Mass,2019-09-11,0.99,NA,6
45,23338,9184,M,+/+,Lean Mass,2019-09-11,18.49,NA,6
45,23339,9185,M,-/-,Body Weight,2019-09-11,19.8,NA,6
45,23339,9185,M,-/-,Total Fat Mass,2019-09-11,1.65,NA,6
45,23340,9186,F,-/-,Body Weight,2019-09-11,17.5,NA,6
45,23340,9186,F,-/-,Total Fat Mass,2019-09-11,1.39,NA,6
45,23340,9186,F,-/-,Lean Mass,2019-09-11,14.36,NA,6
45,23342,9188,F,+/+,Body Weight,2019-09-11,16,NA,6
45,23342,9188,F,+/+,Total Fat Mass,2019-09-11,1.62,NA,6
45,23342,9188,F,+/+,Lean Mass,2019-09-11,13,NA,6
45,23343,9189,F,-/-,Body Weight,2019-09-11,15.9,NA,6
45,23343,9189,F,-/-,Total Fat Mass,2019-09-11,1.3,NA,6
45,23344,9190,F,-/-,Body Weight,2019-09-11,15.3,NA,6
45,23344,9190,F,-/-,Total Fat Mass,2019-09-11,0.86,NA,6
45,23344,9190,F,-/-,Lean Mass,2019-09-11,12.92,NA,6
45,23345,9191,F,-/-,Body Weight,2019-09-11,16.2,NA,6
45,23345,9191,F,-/-,Total Fat Mass,2019-09-11,1.39,NA,6
45,23345,9191,F,-/-,Lean Mass,2019-09-11,13.21,NA,6
30,23486,9329,M,+/+,Body Weight,2019-09-11,11.6,NA,4
30,23486,9329,M,+/+,Total Fat Mass,2019-09-11,1.02,NA,4
30,23486,9329,M,+/+,Lean Mass,2019-09-11,9.76,NA,4
30,23492,9335,F,+/+,Body Weight,2019-09-11,9.6,NA,4
30,23492,9335,F,+/+,Total Fat Mass,2019-09-11,0.59,NA,4
30,23492,9335,F,+/+,Lean Mass,2019-09-11,8.45,NA,4
35,23493,9336,F,-/-,Body Weight,2019-09-11,13.2,NA,5
35,23493,9336,F,-/-,Total Fat Mass,2019-09-11,1.25,NA,5
35,23493,9336,F,-/-,Lean Mass,2019-09-11,10.8,NA,5
33,23494,9337,M,-/-,Body Weight,2019-09-11,17,NA,5
33,23494,9337,M,-/-,Total Fat Mass,2019-09-11,1.59,NA,5
33,23494,9337,M,-/-,Lean Mass,2019-09-11,14.05,NA,5
101,23034,8901,M,+/+,Body Weight,2019-09-18,20.3,NA,14
101,23034,8901,M,+/+,Total Fat Mass,2019-09-18,1.24,NA,14
101,23034,8901,M,+/+,Lean Mass,2019-09-18,17.42,NA,14
101,23035,8902,F,+/+,Body Weight,2019-09-18,18.5,NA,14
101,23035,8902,F,+/+,Total Fat Mass,2019-09-18,2.04,NA,14
101,23035,8902,F,+/+,Lean Mass,2019-09-18,14.4,NA,14
99,23036,8905,M,+/+,Body Weight,2019-09-18,27.4,NA,14
99,23036,8905,M,+/+,Total Fat Mass,2019-09-18,4.47,NA,14
99,23036,8905,M,+/+,Lean Mass,2019-09-18,20.23,NA,14
99,23037,8906,F,+/+,Body Weight,2019-09-18,19.2,NA,14
99,23037,8906,F,+/+,Total Fat Mass,2019-09-18,1.94,NA,14
99,23037,8906,F,+/+,Lean Mass,2019-09-18,15.68,NA,14
99,23038,8907,F,-/-,Body Weight,2019-09-18,19.7,NA,14
99,23038,8907,F,-/-,Total Fat Mass,2019-09-18,2.1,NA,14
99,23038,8907,F,-/-,Lean Mass,2019-09-18,15.4,NA,14
99,23039,8908,F,-/-,Body Weight,2019-09-18,20.7,NA,14
99,23039,8908,F,-/-,Total Fat Mass,2019-09-18,2.06,NA,14
99,23039,8908,F,-/-,Lean Mass,2019-09-18,16.62,NA,14
99,23040,8903,M,+/+,Body Weight,2019-09-18,22.8,NA,14
99,23040,8903,M,+/+,Total Fat Mass,2019-09-18,2.04,NA,14
99,23040,8903,M,+/+,Lean Mass,2019-09-18,18.7,NA,14
99,23041,8904,M,+/+,Body Weight,2019-09-18,25.4,NA,14
99,23041,8904,M,+/+,Total Fat Mass,2019-09-18,5.69,NA,14
99,23041,8904,M,+/+,Lean Mass,2019-09-18,17.96,NA,14
58,23300,9153,M,-/-,Body Weight,2019-09-18,21.5,NA,8
58,23300,9153,M,-/-,Total Fat Mass,2019-09-18,1.52,NA,8
58,23300,9153,M,-/-,Lean Mass,2019-09-18,18.11,NA,8
58,23301,9154,M,+/+,Body Weight,2019-09-18,19.3,NA,8
58,23301,9154,M,+/+,Total Fat Mass,2019-09-18,1.14,NA,8
58,23301,9154,M,+/+,Lean Mass,2019-09-18,15.92,NA,8
58,23303,9156,M,-/-,Body Weight,2019-09-18,22.4,NA,8
58,23303,9156,M,-/-,Total Fat Mass,2019-09-18,2.02,NA,8
58,23303,9156,M,-/-,Lean Mass,2019-09-18,18.75,NA,8
58,23305,9158,F,+/+,Body Weight,2019-09-18,19.6,NA,8
58,23305,9158,F,+/+,Total Fat Mass,2019-09-18,1.53,NA,8
58,23305,9158,F,+/+,Lean Mass,2019-09-18,16.06,NA,8
58,23306,9159,F,-/-,Body Weight,2019-09-18,17.6,NA,8
58,23306,9159,F,-/-,Total Fat Mass,2019-09-18,1.46,NA,8
58,23306,9159,F,-/-,Lean Mass,2019-09-18,14.47,NA,8
58,23307,9160,F,+/+,Body Weight,2019-09-18,19.4,NA,8
58,23307,9160,F,+/+,Total Fat Mass,2019-09-18,1.35,NA,8
58,23307,9160,F,+/+,Lean Mass,2019-09-18,15.91,NA,8
52,23338,9184,M,+/+,Body Weight,2019-09-18,22.3,NA,7
52,23338,9184,M,+/+,Total Fat Mass,2019-09-18,0.82,NA,7
52,23338,9184,M,+/+,Lean Mass,2019-09-18,20.37,NA,7
52,23339,9185,M,-/-,Body Weight,2019-09-18,20.4,NA,7
52,23339,9185,M,-/-,Total Fat Mass,2019-09-18,1.68,NA,7
52,23339,9185,M,-/-,Lean Mass,2019-09-18,16.69,NA,7
52,23340,9186,F,-/-,Body Weight,2019-09-18,17.7,NA,7
52,23340,9186,F,-/-,Total Fat Mass,2019-09-18,1.43,NA,7
52,23340,9186,F,-/-,Lean Mass,2019-09-18,14.46,NA,7
52,23342,9188,F,+/+,Body Weight,2019-09-18,17.6,NA,7
52,23342,9188,F,+/+,Total Fat Mass,2019-09-18,1.77,NA,7
52,23342,9188,F,+/+,Lean Mass,2019-09-18,14,NA,7
52,23343,9189,F,-/-,Body Weight,2019-09-18,17.2,NA,7
52,23343,9189,F,-/-,Total Fat Mass,2019-09-18,1.61,NA,7
52,23343,9189,F,-/-,Lean Mass,2019-09-18,13.91,NA,7
52,23344,9190,F,-/-,Body Weight,2019-09-18,16.9,NA,7
52,23344,9190,F,-/-,Total Fat Mass,2019-09-18,1.36,NA,7
52,23344,9190,F,-/-,Lean Mass,2019-09-18,13.72,NA,7
52,23345,9191,F,-/-,Body Weight,2019-09-18,17,NA,7
52,23345,9191,F,-/-,Total Fat Mass,2019-09-18,1.47,NA,7
52,23345,9191,F,-/-,Lean Mass,2019-09-18,13.69,NA,7
37,23486,9329,M,+/+,Body Weight,2019-09-18,17.3,NA,5
37,23486,9329,M,+/+,Total Fat Mass,2019-09-18,1.28,NA,5
37,23486,9329,M,+/+,Lean Mass,2019-09-18,14.69,NA,5
37,23492,9335,F,+/+,Body Weight,2019-09-18,12.1,NA,5
37,23492,9335,F,+/+,Total Fat Mass,2019-09-18,0.75,NA,5
37,23492,9335,F,+/+,Lean Mass,2019-09-18,10.4,NA,5
42,23493,9336,F,-/-,Body Weight,2019-09-18,16.1,NA,6
42,23493,9336,F,-/-,Total Fat Mass,2019-09-18,1.33,NA,6
42,23493,9336,F,-/-,Lean Mass,2019-09-18,13.45,NA,6
40,23494,9337,M,-/-,Body Weight,2019-09-18,19.7,NA,6
40,23494,9337,M,-/-,Total Fat Mass,2019-09-18,1.86,NA,6
40,23494,9337,M,-/-,Lean Mass,2019-09-18,16.02,NA,6
23,23580,9400,M,-/-,Body Weight,2019-09-18,10,NA,3
23,23580,9400,M,-/-,Total Fat Mass,2019-09-18,0.55,NA,3
23,23580,9400,M,-/-,Lean Mass,2019-09-18,8.75,NA,3
23,23581,9401,M,+/+,Body Weight,2019-09-18,8.8,NA,3
23,23581,9401,M,+/+,Total Fat Mass,2019-09-18,0.82,NA,3
23,23581,9401,M,+/+,Lean Mass,2019-09-18,6.94,NA,3
23,23582,9402,M,+/+,Body Weight,2019-09-18,9.7,NA,3
23,23582,9402,M,+/+,Total Fat Mass,2019-09-18,0.68,NA,3
23,23582,9402,M,+/+,Lean Mass,2019-09-18,8.15,NA,3
23,23583,9403,F,-/-,Body Weight,2019-09-18,8.7,NA,3
23,23583,9403,F,-/-,Total Fat Mass,2019-09-18,0.81,NA,3
23,23583,9403,F,-/-,Lean Mass,2019-09-18,7.03,NA,3
23,23584,9404,F,-/-,Body Weight,2019-09-18,9.4,NA,3
23,23584,9404,F,-/-,Total Fat Mass,2019-09-18,1.13,NA,3
23,23584,9404,F,-/-,Lean Mass,2019-09-18,7.24,NA,3
23,23585,9405,F,-/-,Body Weight,2019-09-18,9.1,NA,3
23,23585,9405,F,-/-,Total Fat Mass,2019-09-18,0.93,NA,3
23,23585,9405,F,-/-,Lean Mass,2019-09-18,7.36,NA,3
108,23034,8901,M,+/+,Body Weight,2019-09-25,20.7,NA,15
108,23034,8901,M,+/+,Total Fat Mass,2019-09-25,1.06,NA,15
108,23034,8901,M,+/+,Lean Mass,2019-09-25,17.99,NA,15
108,23035,8902,F,+/+,Body Weight,2019-09-25,18.5,NA,15
108,23035,8902,F,+/+,Total Fat Mass,2019-09-25,1.38,NA,15
108,23035,8902,F,+/+,Lean Mass,2019-09-25,15.06,NA,15
106,23036,8905,M,+/+,Body Weight,2019-09-25,27.5,NA,15
106,23036,8905,M,+/+,Total Fat Mass,2019-09-25,4.17,NA,15
106,23036,8905,M,+/+,Lean Mass,2019-09-25,21.38,NA,15
106,23037,8906,F,+/+,Body Weight,2019-09-25,18.8,NA,15
106,23037,8906,F,+/+,Total Fat Mass,2019-09-25,1.9,NA,15
106,23037,8906,F,+/+,Lean Mass,2019-09-25,14.93,NA,15
106,23038,8907,F,-/-,Body Weight,2019-09-25,20.2,NA,15
106,23038,8907,F,-/-,Total Fat Mass,2019-09-25,1.88,NA,15
106,23038,8907,F,-/-,Lean Mass,2019-09-25,14.88,NA,15
106,23039,8908,F,-/-,Body Weight,2019-09-25,21.6,NA,15
106,23039,8908,F,-/-,Total Fat Mass,2019-09-25,2.16,NA,15
106,23039,8908,F,-/-,Lean Mass,2019-09-25,17.1,NA,15
106,23040,8903,M,+/+,Body Weight,2019-09-25,23.3,NA,15
106,23040,8903,M,+/+,Total Fat Mass,2019-09-25,3.99,NA,15
106,23040,8903,M,+/+,Lean Mass,2019-09-25,17.64,NA,15
106,23041,8904,M,+/+,Body Weight,2019-09-25,26.3,NA,15
106,23041,8904,M,+/+,Total Fat Mass,2019-09-25,5.01,NA,15
106,23041,8904,M,+/+,Lean Mass,2019-09-25,19.87,NA,15
65,23300,9153,M,-/-,Body Weight,2019-09-25,22.5,NA,9
65,23300,9153,M,-/-,Total Fat Mass,2019-09-25,0.74,NA,9
65,23300,9153,M,-/-,Lean Mass,2019-09-25,20.75,NA,9
65,23301,9154,M,+/+,Body Weight,2019-09-25,21.7,NA,9
65,23301,9154,M,+/+,Total Fat Mass,2019-09-25,1.41,NA,9
65,23301,9154,M,+/+,Lean Mass,2019-09-25,17.43,NA,9
65,23303,9156,M,-/-,Body Weight,2019-09-25,23.3,NA,9
65,23303,9156,M,-/-,Total Fat Mass,2019-09-25,2.41,NA,9
65,23303,9156,M,-/-,Lean Mass,2019-09-25,19.53,NA,9
65,23305,9158,F,+/+,Body Weight,2019-09-25,19.7,NA,9
65,23305,9158,F,+/+,Total Fat Mass,2019-09-25,1.51,NA,9
65,23305,9158,F,+/+,Lean Mass,2019-09-25,16.44,NA,9
65,23306,9159,F,-/-,Body Weight,2019-09-25,18.6,NA,9
65,23306,9159,F,-/-,Total Fat Mass,2019-09-25,1.94,NA,9
65,23306,9159,F,-/-,Lean Mass,2019-09-25,14.79,NA,9
65,23307,9160,F,+/+,Body Weight,2019-09-25,19.3,NA,9
65,23307,9160,F,+/+,Total Fat Mass,2019-09-25,0.91,NA,9
65,23307,9160,F,+/+,Lean Mass,2019-09-25,16.59,NA,9
59,23338,9184,M,+/+,Body Weight,2019-09-25,22.7,NA,8
59,23338,9184,M,+/+,Total Fat Mass,2019-09-25,1.22,NA,8
59,23338,9184,M,+/+,Lean Mass,2019-09-25,20,NA,8
59,23339,9185,M,-/-,Body Weight,2019-09-25,21.2,NA,8
59,23339,9185,M,-/-,Total Fat Mass,2019-09-25,1.83,NA,8
59,23339,9185,M,-/-,Lean Mass,2019-09-25,17.74,NA,8
59,23340,9186,F,-/-,Body Weight,2019-09-25,18.1,NA,8
