age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Cohort,Mass,Diet,start.date,injection.days,diet.time,Mass.Change
83,19616,1748,M,+/+,Lean Mass,2018-04-09,2,20.25,Ketogenic Diet,2018-03-26,14,1,0.6099999999999994
83,19617,1749,M,+/+,Body Weight,2018-04-09,2,25.2,Control Diet,2018-03-26,14,1,1.1999999999999993
83,19617,1749,M,+/+,Total Fat Mass,2018-04-09,2,4.44,Control Diet,2018-03-26,14,1,1.3300000000000005
83,19617,1749,M,+/+,Lean Mass,2018-04-09,2,19.14,Control Diet,2018-03-26,14,1,0.010000000000001563
83,19618,1750,M,+/+,Body Weight,2018-04-09,2,26.2,Control Diet,2018-03-26,14,1,1.8000000000000007
83,19618,1750,M,+/+,Total Fat Mass,2018-04-09,2,5.2,Control Diet,2018-03-26,14,1,1.58
83,19618,1750,M,+/+,Lean Mass,2018-04-09,2,19.43,Control Diet,2018-03-26,14,1,0.120000000000001
83,19619,1751,M,+/+,Body Weight,2018-04-09,2,27.4,Ketogenic Diet,2018-03-26,14,1,2.299999999999997
83,19619,1751,M,+/+,Total Fat Mass,2018-04-09,2,4.96,Ketogenic Diet,2018-03-26,14,1,0.9199999999999999
83,19619,1751,M,+/+,Lean Mass,2018-04-09,2,20.34,Ketogenic Diet,2018-03-26,14,1,1
83,19620,1752,M,+/+,Body Weight,2018-04-09,2,25.2,Ketogenic Diet,2018-03-26,14,1,2.099999999999998
83,19620,1752,M,+/+,Total Fat Mass,2018-04-09,2,5.76,Ketogenic Diet,2018-03-26,14,1,1.2400000000000002
83,19620,1752,M,+/+,Lean Mass,2018-04-09,2,17.87,Ketogenic Diet,2018-03-26,14,1,0.6999999999999993
83,19621,1753,M,+/+,Body Weight,2018-04-09,2,23.8,Ketogenic Diet,2018-03-26,14,1,1.4000000000000021
83,19621,1753,M,+/+,Total Fat Mass,2018-04-09,2,3.13,Ketogenic Diet,2018-03-26,14,1,0.45999999999999996
83,19621,1753,M,+/+,Lean Mass,2018-04-09,2,18.89,Ketogenic Diet,2018-03-26,14,1,0.9699999999999989
90,19606,1738,M,+/+,Body Weight,2018-04-16,2,25,Control Diet,2018-03-26,21,2,1.3000000000000007
90,19606,1738,M,+/+,Total Fat Mass,2018-04-16,2,5.54,Control Diet,2018-03-26,21,2,1.5699999999999998
90,19606,1738,M,+/+,Lean Mass,2018-04-16,2,17.89,Control Diet,2018-03-26,21,2,-0.4299999999999997
90,19607,1739,M,+/+,Body Weight,2018-04-16,2,22.9,Ketogenic Diet,2018-03-26,21,2,-1.1000000000000014
90,19607,1739,M,+/+,Total Fat Mass,2018-04-16,2,3.25,Ketogenic Diet,2018-03-26,21,2,-0.06000000000000005
90,19607,1739,M,+/+,Lean Mass,2018-04-16,2,17.96,Ketogenic Diet,2018-03-26,21,2,-0.9199999999999982
90,19608,1740,M,+/+,Body Weight,2018-04-16,2,23.3,Ketogenic Diet,2018-03-26,21,2,-2.1999999999999993
90,19608,1740,M,+/+,Total Fat Mass,2018-04-16,2,3.47,Ketogenic Diet,2018-03-26,21,2,-0.6599999999999997
90,19608,1740,M,+/+,Lean Mass,2018-04-16,2,18.39,Ketogenic Diet,2018-03-26,21,2,-1.0799999999999983
90,19610,1742,M,+/+,Body Weight,2018-04-16,2,25.3,Ketogenic Diet,2018-03-26,21,2,0.6999999999999993
90,19610,1742,M,+/+,Total Fat Mass,2018-04-16,2,3.41,Ketogenic Diet,2018-03-26,21,2,0.14000000000000012
90,19610,1742,M,+/+,Lean Mass,2018-04-16,2,20.15,Ketogenic Diet,2018-03-26,21,2,0.6999999999999993
90,19611,1743,M,+/+,Body Weight,2018-04-16,2,25.4,Ketogenic Diet,2018-03-26,21,2,0.1999999999999993
90,19611,1743,M,+/+,Total Fat Mass,2018-04-16,2,5.11,Ketogenic Diet,2018-03-26,21,2,0.9300000000000006
90,19611,1743,M,+/+,Lean Mass,2018-04-16,2,18.46,Ketogenic Diet,2018-03-26,21,2,-0.7399999999999984
90,19612,1744,M,+/+,Body Weight,2018-04-16,2,22.9,Ketogenic Diet,2018-03-26,21,2,0.3999999999999986
90,19612,1744,M,+/+,Total Fat Mass,2018-04-16,2,3.01,Ketogenic Diet,2018-03-26,21,2,-0.4900000000000002
90,19612,1744,M,+/+,Lean Mass,2018-04-16,2,18.28,Ketogenic Diet,2018-03-26,21,2,0.5800000000000018
90,19614,1746,M,+/+,Body Weight,2018-04-16,2,27.8,Ketogenic Diet,2018-03-26,21,2,3.1000000000000014
90,19614,1746,M,+/+,Total Fat Mass,2018-04-16,2,6.67,Ketogenic Diet,2018-03-26,21,2,2.08
90,19614,1746,M,+/+,Lean Mass,2018-04-16,2,19.39,Ketogenic Diet,2018-03-26,21,2,0.9100000000000001
90,19615,1747,M,+/+,Body Weight,2018-04-16,2,26.7,Ketogenic Diet,2018-03-26,21,2,2.599999999999998
90,19615,1747,M,+/+,Total Fat Mass,2018-04-16,2,6.43,Ketogenic Diet,2018-03-26,21,2,1.96
90,19615,1747,M,+/+,Lean Mass,2018-04-16,2,18.79,Ketogenic Diet,2018-03-26,21,2,0.7199999999999989
90,19616,1748,M,+/+,Body Weight,2018-04-16,2,29.4,Ketogenic Diet,2018-03-26,21,2,2.799999999999997
90,19616,1748,M,+/+,Total Fat Mass,2018-04-16,2,6.91,Ketogenic Diet,2018-03-26,21,2,1.7199999999999998
90,19616,1748,M,+/+,Lean Mass,2018-04-16,2,20.47,Ketogenic Diet,2018-03-26,21,2,0.8299999999999983
90,19617,1749,M,+/+,Body Weight,2018-04-16,2,25.7,Control Diet,2018-03-26,21,2,1.6999999999999993
90,19617,1749,M,+/+,Total Fat Mass,2018-04-16,2,4.53,Control Diet,2018-03-26,21,2,1.4200000000000004
90,19617,1749,M,+/+,Lean Mass,2018-04-16,2,19.23,Control Diet,2018-03-26,21,2,0.10000000000000142
90,19618,1750,M,+/+,Body Weight,2018-04-16,2,26.1,Control Diet,2018-03-26,21,2,1.7000000000000028
90,19618,1750,M,+/+,Total Fat Mass,2018-04-16,2,4.84,Control Diet,2018-03-26,21,2,1.2199999999999998
90,19618,1750,M,+/+,Lean Mass,2018-04-16,2,19.52,Control Diet,2018-03-26,21,2,0.21000000000000085
90,19619,1751,M,+/+,Body Weight,2018-04-16,2,25.3,Ketogenic Diet,2018-03-26,21,2,0.1999999999999993
90,19619,1751,M,+/+,Total Fat Mass,2018-04-16,2,3.7,Ketogenic Diet,2018-03-26,21,2,-0.33999999999999986
90,19619,1751,M,+/+,Lean Mass,2018-04-16,2,19.83,Ketogenic Diet,2018-03-26,21,2,0.48999999999999844
90,19620,1752,M,+/+,Body Weight,2018-04-16,2,22.5,Ketogenic Diet,2018-03-26,21,2,-0.6000000000000014
90,19620,1752,M,+/+,Total Fat Mass,2018-04-16,2,3.8,Ketogenic Diet,2018-03-26,21,2,-0.7199999999999998
90,19620,1752,M,+/+,Lean Mass,2018-04-16,2,17.06,Ketogenic Diet,2018-03-26,21,2,-0.11000000000000298
90,19621,1753,M,+/+,Body Weight,2018-04-16,2,23.3,Ketogenic Diet,2018-03-26,21,2,0.9000000000000021
90,19621,1753,M,+/+,Total Fat Mass,2018-04-16,2,2.8,Ketogenic Diet,2018-03-26,21,2,0.1299999999999999
90,19621,1753,M,+/+,Lean Mass,2018-04-16,2,18.74,Ketogenic Diet,2018-03-26,21,2,0.8199999999999967
97,19606,1738,M,+/+,Body Weight,2018-04-23,2,24.8,Control Diet,2018-03-26,28,3,1.1000000000000014
97,19606,1738,M,+/+,Total Fat Mass,2018-04-23,2,5.5,Control Diet,2018-03-26,28,3,1.5299999999999998
97,19606,1738,M,+/+,Lean Mass,2018-04-23,2,17.5,Control Diet,2018-03-26,28,3,-0.8200000000000003
97,19607,1739,M,+/+,Body Weight,2018-04-23,2,24.4,Ketogenic Diet,2018-03-26,28,3,0.3999999999999986
97,19607,1739,M,+/+,Total Fat Mass,2018-04-23,2,3.7,Ketogenic Diet,2018-03-26,28,3,0.3900000000000001
97,19607,1739,M,+/+,Lean Mass,2018-04-23,2,19.02,Ketogenic Diet,2018-03-26,28,3,0.14000000000000057
97,19608,1740,M,+/+,Body Weight,2018-04-23,2,24,Ketogenic Diet,2018-03-26,28,3,-1.5
97,19608,1740,M,+/+,Total Fat Mass,2018-04-23,2,3.28,Ketogenic Diet,2018-03-26,28,3,-0.8500000000000001
97,19608,1740,M,+/+,Lean Mass,2018-04-23,2,18.85,Ketogenic Diet,2018-03-26,28,3,-0.6199999999999974
97,19610,1742,M,+/+,Body Weight,2018-04-23,2,26.6,Ketogenic Diet,2018-03-26,28,3,2
97,19610,1742,M,+/+,Total Fat Mass,2018-04-23,2,4.26,Ketogenic Diet,2018-03-26,28,3,0.9899999999999998
97,19610,1742,M,+/+,Lean Mass,2018-04-23,2,20.69,Ketogenic Diet,2018-03-26,28,3,1.240000000000002
97,19611,1743,M,+/+,Body Weight,2018-04-23,2,24.4,Ketogenic Diet,2018-03-26,28,3,-0.8000000000000007
97,19611,1743,M,+/+,Total Fat Mass,2018-04-23,2,3.31,Ketogenic Diet,2018-03-26,28,3,-0.8699999999999997
97,19611,1743,M,+/+,Lean Mass,2018-04-23,2,19.34,Ketogenic Diet,2018-03-26,28,3,0.14000000000000057
97,19612,1744,M,+/+,Body Weight,2018-04-23,2,22.2,Ketogenic Diet,2018-03-26,28,3,-0.3000000000000007
97,19612,1744,M,+/+,Total Fat Mass,2018-04-23,2,2.83,Ketogenic Diet,2018-03-26,28,3,-0.6699999999999999
97,19612,1744,M,+/+,Lean Mass,2018-04-23,2,17.93,Ketogenic Diet,2018-03-26,28,3,0.23000000000000043
97,19613,1745,M,+/+,Body Weight,2018-04-23,2,26,Control Diet,2018-03-26,28,3,7
97,19613,1745,M,+/+,Total Fat Mass,2018-04-23,2,4.94,Control Diet,2018-03-26,28,3,3.5400000000000005
97,19613,1745,M,+/+,Lean Mass,2018-04-23,2,19.09,Control Diet,2018-03-26,28,3,3.17
97,19614,1746,M,+/+,Body Weight,2018-04-23,2,28.4,Ketogenic Diet,2018-03-26,28,3,3.6999999999999993
97,19614,1746,M,+/+,Total Fat Mass,2018-04-23,2,7.28,Ketogenic Diet,2018-03-26,28,3,2.6900000000000004
97,19614,1746,M,+/+,Lean Mass,2018-04-23,2,19.44,Ketogenic Diet,2018-03-26,28,3,0.9600000000000009
97,19615,1747,M,+/+,Body Weight,2018-04-23,2,26.6,Ketogenic Diet,2018-03-26,28,3,2.5
97,19615,1747,M,+/+,Total Fat Mass,2018-04-23,2,6.48,Ketogenic Diet,2018-03-26,28,3,2.0100000000000007
97,19615,1747,M,+/+,Lean Mass,2018-04-23,2,18.53,Ketogenic Diet,2018-03-26,28,3,0.46000000000000085
97,19616,1748,M,+/+,Body Weight,2018-04-23,2,30.2,Ketogenic Diet,2018-03-26,28,3,3.599999999999998
97,19616,1748,M,+/+,Total Fat Mass,2018-04-23,2,8,Ketogenic Diet,2018-03-26,28,3,2.8099999999999996
97,19616,1748,M,+/+,Lean Mass,2018-04-23,2,20.52,Ketogenic Diet,2018-03-26,28,3,0.879999999999999
97,19617,1749,M,+/+,Body Weight,2018-04-23,2,25,Control Diet,2018-03-26,28,3,1
97,19617,1749,M,+/+,Total Fat Mass,2018-04-23,2,4.03,Control Diet,2018-03-26,28,3,0.9200000000000004
97,19617,1749,M,+/+,Lean Mass,2018-04-23,2,19.29,Control Diet,2018-03-26,28,3,0.16000000000000014
97,19618,1750,M,+/+,Body Weight,2018-04-23,2,25.4,Control Diet,2018-03-26,28,3,1
97,19618,1750,M,+/+,Total Fat Mass,2018-04-23,2,4.65,Control Diet,2018-03-26,28,3,1.0300000000000002
97,19618,1750,M,+/+,Lean Mass,2018-04-23,2,18.84,Control Diet,2018-03-26,28,3,-0.46999999999999886
97,19619,1751,M,+/+,Body Weight,2018-04-23,2,25.8,Ketogenic Diet,2018-03-26,28,3,0.6999999999999993
97,19619,1751,M,+/+,Total Fat Mass,2018-04-23,2,3.66,Ketogenic Diet,2018-03-26,28,3,-0.3799999999999999
97,19619,1751,M,+/+,Lean Mass,2018-04-23,2,20.25,Ketogenic Diet,2018-03-26,28,3,0.9100000000000001
97,19620,1752,M,+/+,Body Weight,2018-04-23,2,22.8,Ketogenic Diet,2018-03-26,28,3,-0.3000000000000007
97,19620,1752,M,+/+,Total Fat Mass,2018-04-23,2,3.91,Ketogenic Diet,2018-03-26,28,3,-0.6099999999999994
97,19620,1752,M,+/+,Lean Mass,2018-04-23,2,17.29,Ketogenic Diet,2018-03-26,28,3,0.11999999999999744
63,23216,8063,M,+/+,Body Weight,2019-07-23,3,23.4,Control Diet,2019-07-23,0,-1,-1.4000000000000021
63,23216,8063,M,+/+,Total Fat Mass,2019-07-23,3,3.41,Control Diet,2019-07-23,0,-1,0.5100000000000002
63,23216,8063,M,+/+,Lean Mass,2019-07-23,3,18.11,Control Diet,2019-07-23,0,-1,-2.4200000000000017
63,23217,8064,M,+/+,Body Weight,2019-07-23,3,24.6,Control Diet,2019-07-23,0,-1,-2
63,23217,8064,M,+/+,Total Fat Mass,2019-07-23,3,4.03,Control Diet,2019-07-23,0,-1,0.2400000000000002
63,23217,8064,M,+/+,Lean Mass,2019-07-23,3,18.29,Control Diet,2019-07-23,0,-1,-2.530000000000001
63,23218,8065,M,+/+,Body Weight,2019-07-23,3,22.9,Control Diet,2019-07-23,0,-1,-0.8000000000000007
63,23218,8065,M,+/+,Total Fat Mass,2019-07-23,3,4.37,Control Diet,2019-07-23,0,-1,1.1600000000000001
63,23218,8065,M,+/+,Lean Mass,2019-07-23,3,16.36,Control Diet,2019-07-23,0,-1,-2.1900000000000013
63,23219,8066,M,+/+,Body Weight,2019-07-23,3,23.5,Ketogenic Diet,2019-07-23,0,-1,-2.1999999999999993
63,23219,8066,M,+/+,Total Fat Mass,2019-07-23,3,3.96,Ketogenic Diet,2019-07-23,0,-1,0.6000000000000001
63,23219,8066,M,+/+,Lean Mass,2019-07-23,3,17.67,Ketogenic Diet,2019-07-23,0,-1,-2.6599999999999966
63,23220,8067,M,+/+,Body Weight,2019-07-23,3,21.7,Ketogenic Diet,2019-07-23,0,-1,3.3999999999999986
63,23220,8067,M,+/+,Total Fat Mass,2019-07-23,3,3.34,Ketogenic Diet,2019-07-23,0,-1,1.65
63,23220,8067,M,+/+,Lean Mass,2019-07-23,3,16.39,Ketogenic Diet,2019-07-23,0,-1,1.4700000000000006
63,23221,8068,M,+/+,Body Weight,2019-07-23,3,23.9,Ketogenic Diet,2019-07-23,0,-1,-1.1000000000000014
63,23221,8068,M,+/+,Total Fat Mass,2019-07-23,3,5.37,Ketogenic Diet,2019-07-23,0,-1,0.8899999999999997
63,23221,8068,M,+/+,Lean Mass,2019-07-23,3,16.59,Ketogenic Diet,2019-07-23,0,-1,-1.9899999999999984
63,23222,8069,M,+/+,Body Weight,2019-07-23,3,24.9,Ketogenic Diet,2019-07-23,0,-1,-2
63,23222,8069,M,+/+,Total Fat Mass,2019-07-23,3,4.07,Ketogenic Diet,2019-07-23,0,-1,0.30000000000000027
63,23222,8069,M,+/+,Lean Mass,2019-07-23,3,18.74,Ketogenic Diet,2019-07-23,0,-1,-2.450000000000003
63,23223,8070,M,+/+,Body Weight,2019-07-23,3,22.8,Ketogenic Diet,2019-07-23,0,-1,-1.8000000000000007
63,23223,8070,M,+/+,Total Fat Mass,2019-07-23,3,3.44,Ketogenic Diet,2019-07-23,0,-1,0.18000000000000016
63,23223,8070,M,+/+,Lean Mass,2019-07-23,3,17.06,Ketogenic Diet,2019-07-23,0,-1,-2.1900000000000013
63,23224,8071,M,+/+,Body Weight,2019-07-23,3,22.4,Ketogenic Diet,2019-07-23,0,-1,-0.6000000000000014
63,23224,8071,M,+/+,Total Fat Mass,2019-07-23,3,2.78,Ketogenic Diet,2019-07-23,0,-1,0.6799999999999997
63,23224,8071,M,+/+,Lean Mass,2019-07-23,3,17.44,Ketogenic Diet,2019-07-23,0,-1,-1.7899999999999991
63,23225,8072,M,+/+,Body Weight,2019-07-23,3,22.7,Ketogenic Diet,2019-07-23,0,-1,-2.900000000000002
63,23225,8072,M,+/+,Total Fat Mass,2019-07-23,3,3.22,Ketogenic Diet,2019-07-23,0,-1,-0.94
63,23225,8072,M,+/+,Lean Mass,2019-07-23,3,17.44,Ketogenic Diet,2019-07-23,0,-1,-1.9399999999999977
63,23226,8073,M,+/+,Body Weight,2019-07-23,3,21.9,Ketogenic Diet,2019-07-23,0,-1,-1
63,23226,8073,M,+/+,Total Fat Mass,2019-07-23,3,2.89,Ketogenic Diet,2019-07-23,0,-1,0.25
63,23226,8073,M,+/+,Lean Mass,2019-07-23,3,17.01,Ketogenic Diet,2019-07-23,0,-1,-1.5599999999999987
63,23227,8074,M,+/+,Body Weight,2019-07-23,3,25.3,Ketogenic Diet,2019-07-23,0,-1,-2
63,23227,8074,M,+/+,Total Fat Mass,2019-07-23,3,3.79,Ketogenic Diet,2019-07-23,0,-1,0.10999999999999988
63,23227,8074,M,+/+,Lean Mass,2019-07-23,3,19.54,Ketogenic Diet,2019-07-23,0,-1,-1.9000000000000021
70,23216,8063,M,+/+,Body Weight,2019-07-30,3,24.8,Control Diet,2019-07-23,7,0,0
70,23216,8063,M,+/+,Total Fat Mass,2019-07-30,3,2.9,Control Diet,2019-07-23,7,0,0
70,23216,8063,M,+/+,Lean Mass,2019-07-30,3,20.53,Control Diet,2019-07-23,7,0,0
70,23217,8064,M,+/+,Body Weight,2019-07-30,3,26.6,Control Diet,2019-07-23,7,0,0
70,23217,8064,M,+/+,Total Fat Mass,2019-07-30,3,3.79,Control Diet,2019-07-23,7,0,0
70,23217,8064,M,+/+,Lean Mass,2019-07-30,3,20.82,Control Diet,2019-07-23,7,0,0
70,23218,8065,M,+/+,Body Weight,2019-07-30,3,23.7,Control Diet,2019-07-23,7,0,0
70,23218,8065,M,+/+,Total Fat Mass,2019-07-30,3,3.21,Control Diet,2019-07-23,7,0,0
70,23218,8065,M,+/+,Lean Mass,2019-07-30,3,18.55,Control Diet,2019-07-23,7,0,0
70,23219,8066,M,+/+,Body Weight,2019-07-30,3,25.7,Ketogenic Diet,2019-07-23,7,0,0
70,23219,8066,M,+/+,Total Fat Mass,2019-07-30,3,3.36,Ketogenic Diet,2019-07-23,7,0,0
70,23219,8066,M,+/+,Lean Mass,2019-07-30,3,20.33,Ketogenic Diet,2019-07-23,7,0,0
70,23220,8067,M,+/+,Body Weight,2019-07-30,3,18.3,Ketogenic Diet,2019-07-23,7,0,0
70,23220,8067,M,+/+,Total Fat Mass,2019-07-30,3,1.69,Ketogenic Diet,2019-07-23,7,0,0
70,23220,8067,M,+/+,Lean Mass,2019-07-30,3,14.92,Ketogenic Diet,2019-07-23,7,0,0
70,23221,8068,M,+/+,Body Weight,2019-07-30,3,25,Ketogenic Diet,2019-07-23,7,0,0
70,23221,8068,M,+/+,Total Fat Mass,2019-07-30,3,4.48,Ketogenic Diet,2019-07-23,7,0,0
70,23221,8068,M,+/+,Lean Mass,2019-07-30,3,18.58,Ketogenic Diet,2019-07-23,7,0,0
70,23222,8069,M,+/+,Body Weight,2019-07-30,3,26.9,Ketogenic Diet,2019-07-23,7,0,0
70,23222,8069,M,+/+,Total Fat Mass,2019-07-30,3,3.77,Ketogenic Diet,2019-07-23,7,0,0
70,23222,8069,M,+/+,Lean Mass,2019-07-30,3,21.19,Ketogenic Diet,2019-07-23,7,0,0
70,23223,8070,M,+/+,Body Weight,2019-07-30,3,24.6,Ketogenic Diet,2019-07-23,7,0,0
70,23223,8070,M,+/+,Total Fat Mass,2019-07-30,3,3.26,Ketogenic Diet,2019-07-23,7,0,0
70,23223,8070,M,+/+,Lean Mass,2019-07-30,3,19.25,Ketogenic Diet,2019-07-23,7,0,0
70,23224,8071,M,+/+,Body Weight,2019-07-30,3,23,Ketogenic Diet,2019-07-23,7,0,0
70,23224,8071,M,+/+,Total Fat Mass,2019-07-30,3,2.1,Ketogenic Diet,2019-07-23,7,0,0
70,23224,8071,M,+/+,Lean Mass,2019-07-30,3,19.23,Ketogenic Diet,2019-07-23,7,0,0
70,23225,8072,M,+/+,Body Weight,2019-07-30,3,25.6,Ketogenic Diet,2019-07-23,7,0,0
70,23225,8072,M,+/+,Total Fat Mass,2019-07-30,3,4.16,Ketogenic Diet,2019-07-23,7,0,0
70,23225,8072,M,+/+,Lean Mass,2019-07-30,3,19.38,Ketogenic Diet,2019-07-23,7,0,0
70,23226,8073,M,+/+,Body Weight,2019-07-30,3,22.9,Ketogenic Diet,2019-07-23,7,0,0
70,23226,8073,M,+/+,Total Fat Mass,2019-07-30,3,2.64,Ketogenic Diet,2019-07-23,7,0,0
70,23226,8073,M,+/+,Lean Mass,2019-07-30,3,18.57,Ketogenic Diet,2019-07-23,7,0,0
70,23227,8074,M,+/+,Body Weight,2019-07-30,3,27.3,Ketogenic Diet,2019-07-23,7,0,0
70,23227,8074,M,+/+,Total Fat Mass,2019-07-30,3,3.68,Ketogenic Diet,2019-07-23,7,0,0
70,23227,8074,M,+/+,Lean Mass,2019-07-30,3,21.44,Ketogenic Diet,2019-07-23,7,0,0
72,23216,8063,M,+/+,Plasma Glucose,2019-08-01,3,NA,Control Diet,2019-07-23,9,0,NA
72,23217,8064,M,+/+,Plasma Glucose,2019-08-01,3,NA,Control Diet,2019-07-23,9,0,NA
72,23218,8065,M,+/+,Plasma Glucose,2019-08-01,3,NA,Control Diet,2019-07-23,9,0,NA
72,23219,8066,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
72,23220,8067,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
72,23221,8068,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
72,23222,8069,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
72,23223,8070,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
72,23224,8071,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
72,23225,8072,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
72,23226,8073,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
72,23227,8074,M,+/+,Plasma Glucose,2019-08-01,3,NA,Ketogenic Diet,2019-07-23,9,0,NA
77,23216,8063,M,+/+,Body Weight,2019-08-06,3,24.3,Control Diet,2019-07-23,14,1,-0.5
77,23216,8063,M,+/+,Total Fat Mass,2019-08-06,3,3.72,Control Diet,2019-07-23,14,1,0.8200000000000003
77,23216,8063,M,+/+,Lean Mass,2019-08-06,3,19.27,Control Diet,2019-07-23,14,1,-1.2600000000000016
77,23217,8064,M,+/+,Body Weight,2019-08-06,3,26.7,Control Diet,2019-07-23,14,1,0.09999999999999787
77,23217,8064,M,+/+,Total Fat Mass,2019-08-06,3,4.7,Control Diet,2019-07-23,14,1,0.9100000000000001
77,23217,8064,M,+/+,Lean Mass,2019-08-06,3,20.28,Control Diet,2019-07-23,14,1,-0.5399999999999991
77,23218,8065,M,+/+,Body Weight,2019-08-06,3,23.4,Control Diet,2019-07-23,14,1,-0.3000000000000007
77,23218,8065,M,+/+,Total Fat Mass,2019-08-06,3,3.71,Control Diet,2019-07-23,14,1,0.5
77,23218,8065,M,+/+,Lean Mass,2019-08-06,3,17.96,Control Diet,2019-07-23,14,1,-0.5899999999999999
77,23219,8066,M,+/+,Body Weight,2019-08-06,3,25.5,Ketogenic Diet,2019-07-23,14,1,-0.1999999999999993
77,23219,8066,M,+/+,Total Fat Mass,2019-08-06,3,4.61,Ketogenic Diet,2019-07-23,14,1,1.2500000000000004
77,23219,8066,M,+/+,Lean Mass,2019-08-06,3,19.16,Ketogenic Diet,2019-07-23,14,1,-1.1699999999999982
77,23221,8068,M,+/+,Body Weight,2019-08-06,3,25.6,Ketogenic Diet,2019-07-23,14,1,0.6000000000000014
77,23221,8068,M,+/+,Total Fat Mass,2019-08-06,3,5.52,Ketogenic Diet,2019-07-23,14,1,1.0399999999999991
77,23221,8068,M,+/+,Lean Mass,2019-08-06,3,18.08,Ketogenic Diet,2019-07-23,14,1,-0.5
77,23222,8069,M,+/+,Body Weight,2019-08-06,3,27.8,Ketogenic Diet,2019-07-23,14,1,0.9000000000000021
77,23222,8069,M,+/+,Total Fat Mass,2019-08-06,3,5.63,Ketogenic Diet,2019-07-23,14,1,1.8599999999999999
77,23222,8069,M,+/+,Lean Mass,2019-08-06,3,20.22,Ketogenic Diet,2019-07-23,14,1,-0.9700000000000024
77,23223,8070,M,+/+,Body Weight,2019-08-06,3,26.1,Ketogenic Diet,2019-07-23,14,1,1.5
77,23223,8070,M,+/+,Total Fat Mass,2019-08-06,3,5.76,Ketogenic Diet,2019-07-23,14,1,2.5
77,23223,8070,M,+/+,Lean Mass,2019-08-06,3,18.57,Ketogenic Diet,2019-07-23,14,1,-0.6799999999999997
77,23224,8071,M,+/+,Body Weight,2019-08-06,3,22.5,Ketogenic Diet,2019-07-23,14,1,-0.5
77,23224,8071,M,+/+,Total Fat Mass,2019-08-06,3,2.04,Ketogenic Diet,2019-07-23,14,1,-0.06000000000000005
77,23224,8071,M,+/+,Lean Mass,2019-08-06,3,18.21,Ketogenic Diet,2019-07-23,14,1,-1.0199999999999996
77,23225,8072,M,+/+,Body Weight,2019-08-06,3,27.1,Ketogenic Diet,2019-07-23,14,1,1.5
77,23225,8072,M,+/+,Total Fat Mass,2019-08-06,3,6.85,Ketogenic Diet,2019-07-23,14,1,2.6899999999999995
77,23225,8072,M,+/+,Lean Mass,2019-08-06,3,18.35,Ketogenic Diet,2019-07-23,14,1,-1.0299999999999976
77,23226,8073,M,+/+,Body Weight,2019-08-06,3,24,Ketogenic Diet,2019-07-23,14,1,1.1000000000000014
77,23226,8073,M,+/+,Total Fat Mass,2019-08-06,3,4.69,Ketogenic Diet,2019-07-23,14,1,2.0500000000000003
77,23226,8073,M,+/+,Lean Mass,2019-08-06,3,17.28,Ketogenic Diet,2019-07-23,14,1,-1.2899999999999991
77,23227,8074,M,+/+,Body Weight,2019-08-06,3,28.9,Ketogenic Diet,2019-07-23,14,1,1.5999999999999979
77,23227,8074,M,+/+,Total Fat Mass,2019-08-06,3,5.93,Ketogenic Diet,2019-07-23,14,1,2.2499999999999996
77,23227,8074,M,+/+,Lean Mass,2019-08-06,3,21.05,Ketogenic Diet,2019-07-23,14,1,-0.39000000000000057
84,23216,8063,M,+/+,Body Weight,2019-08-13,3,24.7,Control Diet,2019-07-23,21,2,-0.10000000000000142
84,23216,8063,M,+/+,Total Fat Mass,2019-08-13,3,4.09,Control Diet,2019-07-23,21,2,1.19
84,23216,8063,M,+/+,Lean Mass,2019-08-13,3,19.01,Control Diet,2019-07-23,21,2,-1.5199999999999996
84,23217,8064,M,+/+,Body Weight,2019-08-13,3,27.8,Control Diet,2019-07-23,21,2,1.1999999999999993
84,23217,8064,M,+/+,Total Fat Mass,2019-08-13,3,5.57,Control Diet,2019-07-23,21,2,1.7800000000000002
84,23217,8064,M,+/+,Lean Mass,2019-08-13,3,20.29,Control Diet,2019-07-23,21,2,-0.5300000000000011
84,23218,8065,M,+/+,Body Weight,2019-08-13,3,23.7,Control Diet,2019-07-23,21,2,0
84,23218,8065,M,+/+,Total Fat Mass,2019-08-13,3,4.52,Control Diet,2019-07-23,21,2,1.3099999999999996
84,23218,8065,M,+/+,Lean Mass,2019-08-13,3,17.56,Control Diet,2019-07-23,21,2,-0.990000000000002
