s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106	s107	s108	s109	s110	s111	s112	s113	s114	s115	s116	s117	s118	s119	s120	s121	s122	s123	s124	s125	s126	s127	s128	s129	s130	s131	s132	s133	s134	s135	s136	s137	s138	s139	s140	s141	s142	s143	s144	s145	s146	s147	s148	s149	s150	s151	s152	s153	s154	s155	s156	s157	s158	s159	s160	s161	s162	s163	s164	s165	s166	s167	s168	s169	s170	s171	s172	s173	s174	s175	s176	s177	s178	s179	s180	s181	s182	s183	s184	s185	s186	s187	s188	s189	s190	s191	s192	s193	s194	s195	s196	s197	s198	s199	s200	s201	s202	s203	s204	s205	s206	s207	s208	s209	s210	s211	s212	s213	s214	s215	s216	s217	s218	s219	s220	s221	s222	s223	s224	s225	s226	s227	s228	s229	s230	s231	s232	s233	s234	s235	s236	s237	s238	s239	s240	s241	s242	s243	s244	s245	s246	s247	s248	s249	s250	s251	s252	s253	s254	s255	s256	s257	s258	s259	s260	s261	s262	s263	s264	s265	s266	s267	s268	s269	s270	s271	s272	s273	s274	s275	s276	s277	s278	s279	s280	s281	s282	s283	s284	s285	s286	s287	s288	s289	s290	s291	s292	s293	s294	s295	s296	s297	s298	s299	
6611	2139	2270	3438	1555	6415	3439	6401	5742	5721	2210	5533	733	6417	2596	708	4983	2035	5404	3107	3475	5475	378	3978	3087	3740	2972	6534	7228	4231	612	2479	5573	2646	177	5870	6293	7300	6345	6349	2708	2710	4293	6219	3969	2965	6389	2891	1438	5087	5093	3595	4747	1100	4516	4444	4570	4664	4034	1739	456	5489	785	5802	3999	210	1256	958	6548	6552	2402	6267	1448	6933	7160	2548	7207	1680	5968	2565	7307	2947	3928	2301	6170	6629	4018	2180	4812	2867	4694	947	1464	4599	1383	5435	6714	5699	5766	3406	6630	7182	217	1837	3408	6450	4264	2460	2464	5354	3201	6100	5909	4121	1948	3606	5243	5137	2792	2055	7059	136	5373	1394	1398	1516	4110	4113	7028	5069	6671	4383	5235	4258	4403	4406	3559	1414	1419	3225	3218	473	5334	6874	1320	6238	1753	6236	1374	5073	4395	2915	512	526	529	6000	4485	1186	1513	4921	4070	4071	6692	4396	3054	19	5025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6608	2139	693	2270	3438	7269	1555	1562	2483	3093	3439	6401	5742	698	5721	5533	5535	733	6417	2167	2596	5836	1034	4983	2035	5404	3476	5475	3733	2241	3978	3087	147	3740	2972	2989	6534	7228	4231	2479	5573	2646	177	178	5870	6293	2708	4293	3712	4548	6219	3958	3969	7086	2965	2576	657	559	6177	5087	5093	3595	1100	4516	4444	4570	4664	4034	1739	5489	785	5802	3999	210	1256	6548	2402	6267	1448	1456	6933	7160	2548	7207	1680	179	5968	2565	7307	5011	3928	2301	6168	6170	6629	4018	92	2356	2180	4812	2867	4694	947	1464	4599	1383	5435	6714	5699	3406	6630	7182	5684	217	1837	3408	6450	4264	2460	5354	3626	3201	6100	5909	4121	1948	3606	5243	5137	2792	2055	7059	136	5373	1394	1398	2334	4110	4113	7028	5069	6671	4383	2441	5235	4143	4258	4403	4406	192	3559	1414	1419	3225	3218	473	6874	1320	6238	1753	6236	1829	1374	5073	4479	4395	2915	3687	526	529	1186	1513	4921	4070	4071	6692	4396	3054	19	5025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343	6608	2139	3438	6334	7269	1555	3093	3439	6401	5742	698	760	3510	674	5533	6417	737	586	2596	2582	2588	1034	2035	5475	3733	2241	2560	2561	3978	3087	3740	2972	2989	823	4556	4231	1887	2479	5573	2646	177	178	5870	6293	6247	2708	4293	3712	6219	3958	3969	7086	2576	428	657	559	6271	6177	5087	3592	3595	4749	4309	1100	5511	3953	4516	6561	4444	4570	4664	6782	885	3246	4034	820	1739	5489	785	3999	1256	4192	6548	2402	3759	6267	1448	1456	6933	5438	7160	2548	7207	179	3119	1974	2565	7307	5011	3928	1874	6168	6629	648	4018	92	2356	2180	4812	2867	4694	947	1464	4599	1383	6714	5699	3406	6635	7182	5684	499	217	1774	1837	6450	4264	2460	5354	3626	3201	6877	6100	5909	4121	1948	3606	5243	5137	2792	2055	7059	136	1394	2334	1712	4110	7028	5069	6671	2817	4383	2441	1339	5235	4143	4093	4258	4403	4406	192	3559	1414	3225	3218	473	6874	1320	6238	6236	1829	1374	5073	4479	4395	2915	3687	526	529	1186	1513	4921	4070	4071	4074	6692	4396	3054	19	5025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
322	338	6608	2139	2218	3438	3093	3439	6401	5742	698	674	6580	3421	5533	6417	737	3428	2596	5555	1034	5560	2035	3485	1273	1274	3733	6466	2241	2560	2561	3978	3087	2156	2972	2989	823	6530	4556	1887	2479	5573	177	178	5870	6293	6247	2964	2708	3711	3712	4533	6219	3958	2969	2576	657	1441	559	6271	6177	5087	5089	5095	4309	1100	5448	5511	3953	4516	4228	6561	4444	4570	4664	6782	3546	3246	4034	5167	5170	820	1739	5489	3999	4009	1256	4192	6548	2402	6267	6834	1448	6933	5438	3231	7160	2548	7207	179	3119	1974	2565	7307	5011	3928	1874	6626	6168	648	4018	3165	92	2356	2322	2376	2180	4812	2867	4430	6031	4694	947	1464	6714	5699	3406	6635	4334	7182	5684	499	217	1837	4264	2460	2464	5354	3626	3201	6877	6100	5909	4121	3606	5243	5137	2792	2055	7059	136	2334	1632	2537	1712	7028	5069	6671	4383	2441	5235	4143	6750	4093	4258	4403	4406	192	3559	1414	3225	3218	473	3338	6874	1320	6238	6236	1829	5073	4479	2915	6379	526	6982	1186	1513	4921	4070	4071	6692	3054	19	5025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
320	333	322	338	6608	2218	6326	3438	7263	675	3093	6401	698	674	6578	6580	5533	7255	5732	2487	2493	6417	737	405	5830	2582	7225	5560	2042	2035	1984	2733	4559	1273	1274	6466	2241	2561	402	2480	3087	2233	3699	2989	823	6530	4554	1887	6263	3520	2474	2479	2466	2471	177	178	6456	6247	5466	2964	6219	5361	2576	4513	657	559	6271	6177	5095	4309	1100	3583	5448	3953	4516	4228	6561	6563	4664	3530	6782	3546	3246	5167	5170	820	1739	5489	3999	5155	4192	4193	6548	5854	2402	5304	3378	6892	6267	6834	1448	6641	3231	3239	7160	2548	7207	3660	179	4499	7307	5213	3928	6168	648	3165	3174	92	2322	2376	2180	2867	2868	4430	6031	4694	947	1464	6714	5699	3406	4692	4334	7182	5684	499	4264	1013	2460	2464	5354	3626	4628	3201	6877	1937	6100	5253	5909	115	2792	2055	7059	5275	136	2334	1632	2537	1712	7028	4388	6671	2812	4383	1316	5235	6750	4093	3049	4258	4403	3559	1414	3225	3218	1594	473	3338	1320	921	6238	6236	6150	4479	2915	6379	526	1905	1513	4070	1961	6692	3054	5025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
320	322	311	6326	7258	7263	3093	6401	3444	7278	2653	674	5544	6578	6580	7251	5533	7255	5732	2487	2493	737	405	2597	5830	1036	7225	662	5560	2042	2035	1984	1580	2733	4559	1273	1274	6466	2241	2248	2561	1032	2480	3087	2233	3699	2976	2987	2989	6530	1887	3520	6945	2474	2479	5580	2006	2466	2471	2002	178	6284	457	6459	276	6247	5466	2964	4537	1309	6219	5361	2576	2579	603	4513	657	6177	3593	4309	3720	2903	6425	3583	5448	4517	5626	3083	3530	6782	3546	3246	5170	820	1739	5489	5712	5803	5155	5867	4192	2937	3778	6548	2402	5304	3378	6892	3449	6834	1448	1894	3239	3660	2701	4499	3919	5213	2415	2423	3928	77	6443	6183	6168	4019	3174	2322	2180	2867	440	4431	6031	947	6575	1464	6714	5699	7025	6084	3406	4692	7182	5695	499	1776	975	978	3005	1013	2460	5354	3626	4628	3201	5253	1639	115	2792	2055	5275	136	2334	2537	1161	1712	7028	4388	6671	2812	4383	1316	5380	5235	6750	4093	3049	4403	7121	3559	1414	3225	3218	2341	1594	473	482	3338	5906	921	6238	6150	4475	6379	526	1816	4494	1513	4066	4070	890	891	1961	6545	6691	6692	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
313	323	311	4853	2129	7263	1556	1562	1544	3443	7278	747	674	6578	6580	2487	2492	405	2597	5831	7225	5560	5567	2042	2035	1984	1580	3485	4559	1273	6465	6466	2248	2561	1032	2480	3087	5302	2233	3699	2286	2971	2983	2987	141	1887	3520	2474	2479	5580	2466	2002	6284	457	6459	276	6457	6247	5466	2964	4537	1297	1309	6219	5593	3589	3973	2576	603	2881	2736	4513	657	6177	3593	3720	2903	6425	6007	4523	6561	5626	3083	3546	3246	3250	5163	5170	820	1739	3598	5712	5803	5155	1256	3778	6548	2402	5304	3378	3449	623	626	1448	1450	1894	1102	3660	183	2433	4499	1018	5427	4433	4042	7174	3919	5213	2423	1873	77	6443	6168	3693	4019	3174	2319	2322	2180	2867	440	441	4431	6031	6038	6575	2082	6714	1779	5699	2071	7025	6024	2347	2535	6084	4692	5693	499	975	978	3005	5210	1014	1013	5354	3626	4628	3201	1639	115	2790	2055	7059	5275	136	2537	1161	1712	7028	4388	6671	2812	4381	4383	1316	5380	6750	3298	4403	3410	3559	2806	2341	1594	473	474	482	3338	5906	6238	4475	5082	2795	526	529	532	3849	1816	4494	4066	890	891	898	1961	6545	6689	3057	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
313	343	4890	4853	2129	1556	1562	3443	7248	7278	747	674	6578	5730	2487	2492	352	405	2597	5831	7225	5560	2042	1992	1984	1580	4559	1273	6465	2248	2561	1032	3087	1052	2233	2236	3699	2971	2987	141	1887	6538	3520	3524	2479	5580	2897	6284	5863	6459	6457	6247	5466	2964	2708	2711	4537	1297	1309	6219	5593	5362	5360	3589	3973	2966	2576	603	2881	2575	4513	6881	3593	4306	2903	6425	6429	6007	4523	6561	3083	3546	3250	5170	820	1739	5712	5803	1256	955	961	3778	6548	2402	5304	3378	623	626	4459	1448	1450	4426	1894	5438	7211	1102	2433	4499	1018	5427	4433	7174	3919	5213	2423	2612	1873	77	6168	3693	4019	3167	3174	5659	2319	2322	2867	440	441	797	4431	6031	6038	4179	6575	2082	5039	6714	7025	6024	4815	2347	2535	4692	6362	3206	499	978	3005	26	1837	1014	1013	5354	3626	3201	2751	1639	4925	2790	2055	7059	5275	136	1916	1161	1712	1714	7028	3323	4388	6671	2812	4381	4383	1316	5380	6750	3298	3358	3410	3559	2806	2341	1594	473	474	482	3338	5906	4475	5082	2795	526	529	532	3849	3864	1816	890	891	898	1961	4411	6545	6689	3057	920	5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
313	311	4876	4890	4853	2129	1556	3441	3443	7248	698	7278	7283	747	674	5543	6578	5730	2492	2168	3434	352	405	2597	5831	5611	414	5839	7225	5560	2042	1984	4559	1273	6465	2248	3087	1052	2233	2236	3699	143	3774	2971	1887	6538	3524	2479	5580	2897	6284	5604	2014	5863	6459	6247	5466	2964	2708	2711	4537	1297	1309	6219	5593	5362	5360	3589	3960	3973	4332	2966	2576	603	2881	2575	4513	6881	3517	3593	6425	6429	6007	4523	6561	3083	3546	3250	820	1739	5712	5803	1256	955	961	3778	6548	2402	2698	3378	623	626	4459	1448	1450	5438	7211	2431	2433	6885	1018	5427	4433	7174	3919	5213	2423	2612	1873	77	6168	3693	1460	3167	3174	5659	6961	2319	2322	440	441	797	6031	6038	4179	6575	444	2082	1672	5039	6714	7025	4815	2347	2535	4692	6362	3206	499	978	3005	26	6453	1014	1013	5354	3626	3201	2751	2858	1639	4925	2790	6855	2055	2829	7059	5275	136	1916	854	1161	1712	3138	7028	3323	4388	6671	2812	4381	1316	5378	5380	6750	3298	3358	5043	3410	2806	2341	473	474	482	3335	3338	5906	1003	4475	5082	526	529	6795	3849	3864	1816	890	898	5202	1961	4411	6545	6689	3057	920	5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
313	311	2271	2129	409	7284	3441	7248	5743	698	7278	5543	6578	7253	5533	5730	2492	3986	2168	352	405	406	5831	5611	6278	7225	2042	1273	3087	1052	2233	152	3699	143	716	2971	5554	4557	700	1887	6538	3524	6945	2479	5576	5580	2897	6284	5604	2014	5863	6459	6247	4720	2711	4537	1297	1309	5515	5593	5362	5360	3960	3973	2966	5809	5936	2576	603	2881	2888	1422	6173	6881	3517	6007	4523	3083	4580	5376	3250	5712	5803	4004	1256	955	3778	6548	2402	2698	3378	872	6660	6126	4459	1450	6649	1147	7211	2431	2433	6885	1016	1020	5427	4433	7174	3919	2423	5177	1873	77	6168	812	7194	3693	1460	3174	4184	4185	92	6961	2319	2322	797	6031	6038	6575	1589	444	2082	1672	6714	7025	7018	7020	4815	2347	2535	4692	5666	6362	499	3343	978	6453	986	1014	1013	5354	3626	6444	6445	3674	2751	2858	1639	4925	6855	2829	7059	5275	226	136	1916	854	2511	1161	1402	3138	3668	7028	5070	2812	4381	1316	6071	5378	5380	4143	6750	3298	3303	5043	2341	473	474	3335	3338	923	1003	5082	529	6795	3849	3864	1816	1186	890	898	6545	6689	3057	6806	920	5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
313	311	349	3508	2129	409	7269	7248	698	7278	7280	757	6578	7253	3986	5831	5611	2589	707	6278	7225	2042	1273	3980	2721	1052	2233	152	5461	143	149	716	2971	2986	4557	3032	700	613	6538	3524	5576	5580	1064	2897	6284	5940	6459	6247	5473	4720	2711	4534	1297	1309	5515	5362	4703	5360	3960	2966	5936	2576	2888	1433	6173	6180	6881	3517	4539	463	6007	4523	3083	4525	2053	5376	6777	1736	1740	5803	6201	6203	6207	4004	1256	955	3778	6548	6550	2402	2698	872	6660	1450	6649	1148	7211	2431	2433	6885	1016	1020	4433	7174	3919	2423	5177	6740	77	6168	812	7194	7195	7003	3693	1460	3174	4185	92	6961	439	797	6037	6575	1589	2082	1668	1672	1675	6714	7018	7020	4815	2347	2535	5666	6362	499	3343	188	978	986	1014	5354	6444	6445	2751	1599	2858	1639	4925	6855	2829	7059	5275	226	1916	1161	3138	3668	7028	2812	4381	1316	6071	4143	6750	6233	3298	5043	2094	3881	3216	2341	473	474	3335	3338	6682	923	1003	5082	529	3849	3852	3864	1816	1186	890	898	6689	6806	5896	920	5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
313	317	330	687	311	349	6604	2273	2129	3500	7248	698	7278	7280	6578	7253	360	5829	5831	2589	5746	4981	7225	2042	1994	1273	2247	2560	2721	5100	152	5461	149	4557	3032	700	6538	6539	3521	2473	1055	1064	2004	6284	6294	6620	1976	5940	279	6348	6247	4534	1297	1309	4703	3960	2966	5815	5936	2576	2888	4181	6180	6881	5088	3517	4540	4312	463	6007	3953	4523	3083	2053	5376	6777	5803	6203	6206	1256	955	4468	6548	6550	5851	2402	2698	872	6660	1450	6649	1148	3241	7211	2431	2433	1016	1020	5931	4433	7174	2423	5177	6740	77	2298	6168	7194	7003	3693	4185	92	6961	439	6037	6575	1589	2082	1668	1672	1684	6714	7018	7020	4815	2347	2535	6811	5666	6362	499	3343	188	1646	1014	5354	6444	6445	1223	2751	1599	2858	48	6855	7034	2829	7059	5275	3	226	1916	1161	3138	3668	7028	4381	6071	5385	1239	6750	3298	5043	2834	5148	2094	3881	3216	2341	473	474	475	3335	6682	923	1003	1378	5082	3849	3852	3864	6984	1816	1186	890	898	4410	6689	6806	5896	920	5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330	687	311	349	2273	688	2129	3500	755	7248	698	7278	7280	2016	6578	7252	7253	360	5829	5831	2587	2589	5746	4977	4981	7225	2042	1994	1273	6463	6273	2247	2560	402	2720	2721	152	5461	149	5619	4557	3032	1537	700	5757	6538	6539	3521	2473	1055	1064	2004	2639	6284	6620	5940	279	6348	6247	4544	4534	1297	1309	4703	6485	2966	5815	5936	2888	4181	4999	6180	6881	5088	3517	4312	4841	463	6007	3953	4523	6015	3083	6493	3528	5376	6777	6203	6206	1256	1259	955	5851	2402	2698	6660	1450	6649	1148	7222	5442	7211	5848	2433	1016	1020	5931	7174	5213	2423	5177	6041	77	2298	7194	3693	4185	92	6961	5357	439	4154	6575	2082	1668	1672	1684	6714	7018	7020	2347	2535	7181	6811	5666	6362	499	3343	188	5211	1014	5354	3767	6444	6445	3345	1223	5909	2751	1599	2858	62	3115	6855	7034	2829	7059	5275	3	226	1161	3138	3668	7028	5069	2814	6071	5385	1239	3298	5043	3881	3216	2341	473	474	475	3335	6682	923	1003	1378	3844	5077	5082	3849	3852	3864	6984	1816	1186	890	898	5194	6689	6806	5896	920	5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330	311	349	2273	688	2129	3500	409	1546	6409	5741	698	7278	2016	760	6578	7252	360	5829	2584	2587	5746	4981	2042	1994	1999	5404	1273	6273	2560	3751	4895	402	2720	7154	152	149	5619	6535	4557	700	1886	5757	6538	6539	2471	2473	1064	2004	5940	6247	6388	4544	4534	1297	1309	3572	6485	2966	5815	5936	2888	656	1429	1641	6558	6180	6881	3517	4312	2377	463	6007	3953	6015	3083	6493	3528	5376	6777	3541	4653	880	860	6203	1253	1256	1259	955	2937	7127	5851	2402	2698	6660	1450	6649	6653	7222	3244	7211	5848	1016	1020	5931	7174	5213	2423	5177	6041	77	2298	7194	3693	6783	4185	92	6961	5357	439	4154	6575	2082	1668	1672	1684	5040	1076	7018	7020	2347	7180	7181	6811	5666	4359	6362	499	188	187	4798	1014	3767	6444	4627	3345	5909	2743	2751	3609	1599	2858	62	6855	2829	7059	5275	3	1208	3827	1161	3138	3668	7028	5069	3612	6071	1239	3298	5043	1418	1480	2341	473	474	475	3335	6682	923	1003	1378	3844	5082	3849	3864	6984	5998	1816	1186	3665	890	898	5194	6689	6806	15	920	5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330	6611	4876	2273	2269	6326	2129	3500	409	1548	7278	742	743	5533	2485	3434	5829	5746	4981	7238	2042	1999	1581	4950	2560	4895	176	2716	2720	2228	7154	145	719	2623	2398	4734	5619	2634	6391	4557	700	1885	1886	5757	6538	3525	5587	2471	2473	2004	6295	2499	1978	4967	5940	6349	5412	2668	6388	1296	1298	3572	6622	3972	2966	2888	656	1429	1440	1641	6558	6180	3517	2318	4312	4030	463	464	3953	6015	3083	2051	5844	5376	6777	2756	4653	1732	860	6203	1256	1259	4939	7127	6549	5851	2698	3447	6836	6660	1450	6653	3244	5446	4510	5848	5715	1235	1016	5213	5177	3627	2298	819	3693	6783	4185	92	439	4154	2082	1668	1672	1684	5040	6720	7018	7020	2347	6027	6079	4691	7180	6811	5666	6362	499	841	188	1014	3767	1390	4627	3345	6878	1858	7190	5909	2743	2751	3609	2858	62	2792	6855	2824	3	1199	1336	6067	3791	3827	1161	3138	7028	5069	6071	1239	3354	3298	5043	4298	1480	2341	473	474	475	3335	6682	3149	6238	1003	1378	3844	67	5082	3849	3864	3868	6984	5998	1816	1186	3665	890	898	5194	6689	15	920	3203	5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2277	6612	4876	2269	6326	409	6600	1548	3442	677	743	5529	5533	2485	3434	5829	5830	5834	4981	7238	5563	2042	1999	1581	5099	4950	2560	4895	176	2720	2228	7154	145	719	2623	2398	4734	5619	824	2634	4557	7230	1885	1886	6538	5587	2473	2004	6290	2499	1978	6349	5412	2668	6388	4541	1293	1296	1298	3572	822	6622	3972	2966	2369	2888	656	1429	1641	6558	3517	2318	4312	6196	3721	3949	3950	3586	463	464	3953	4518	6015	5376	5164	4653	1732	1742	3652	4001	860	6198	6203	1256	7127	6549	5851	2698	5457	3447	6836	6660	1450	5760	6653	3244	5446	4510	5848	2433	4497	1235	1016	5213	5177	3627	3693	6783	439	4154	2082	1668	1672	5040	6720	5140	7018	2347	6027	6079	7180	6811	5666	6362	499	841	188	1014	3767	1390	4627	1858	5065	7190	2751	3603	3609	2858	62	111	6855	2930	2824	1199	1336	1913	6067	1400	1161	3138	7028	5069	4376	6071	1239	3354	1168	1719	3298	5890	5348	4298	1480	2341	474	475	6682	3149	6238	1003	1378	3844	5073	5082	3687	3849	3864	3868	6984	5998	1816	3665	890	898	5194	6689	3074	3874	3203	5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
