h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
4.355706e-01	3.639287e-01	1.763774e-01	2.342825e-03	4.611163e-04	1	
4.018681e-01	4.280004e-01	4.583766e-02	6.995146e-02	7.486001e-04	10	
1.518309e-01	2.304109e-01	4.614245e-01	6.204268e-01	5.716437e-04	5	
5.843937e-01	5.426938e-01	3.209167e-01	2.218841e-01	4.699094e-04	3	
6.383088e-01	6.886917e-01	4.838909e-01	4.493135e-01	2.854979e-04	3	
1.798919e-01	9.929912e-02	8.263341e-01	6.217103e-01	1.800547e-04	1	
4.507244e-01	3.868715e-01	2.979396e-01	6.688440e-02	2.374176e-04	3	
1.055942e-01	6.728504e-02	8.117639e-01	4.436354e-01	2.482829e-04	1	
5.139814e-01	4.686538e-01	2.762696e-01	9.479193e-03	3.482674e-04	1	
1.986461e-01	2.538854e-01	8.224886e-01	9.297952e-01	2.517680e-04	2	
3.226088e-01	2.708638e-01	8.843227e-01	8.518333e-01	3.249904e-04	1	
1.492053e-01	1.641849e-01	5.995152e-01	6.064967e-01	3.492814e-04	3	
7.058282e-01	5.546161e-01	2.551476e-01	1.358263e-01	2.232858e-04	1	
6.863572e-01	6.587139e-01	2.554085e-01	3.635844e-01	3.201218e-04	1	
7.298197e-02	1.838053e-01	5.538911e-01	9.113633e-01	3.791501e-04	5	
4.662330e-01	3.620679e-01	5.648845e-01	1.821377e-01	5.525318e-04	2	
4.362379e-01	5.715071e-01	7.561610e-01	8.706751e-01	7.993423e-04	7	
3.352619e-01	4.208559e-01	5.178126e-01	4.929425e-01	8.638773e-04	7	
2.157403e-01	1.018436e-01	8.345540e-01	3.478818e-01	5.619919e-04	2	
4.341476e-01	3.155512e-01	6.900386e-01	5.588223e-01	4.009622e-04	4	
6.716756e-01	4.341862e-01	6.299726e-01	0.000000e+00	2.252694e-04	0	
4.092970e-01	5.320819e-01	1.825607e-01	4.223024e-01	1.997874e-04	5	
8.331550e-01	6.372125e-01	5.918956e-01	3.297569e-01	2.573408e-04	2	
3.066423e-01	2.683796e-01	1.193001e-02	2.276733e-02	2.442975e-04	2	
2.440054e-01	2.888439e-01	4.600201e-01	3.510934e-01	2.521134e-04	2	
8.319758e-02	9.039217e-02	1.410844e-01	9.285778e-02	2.097872e-04	1	
6.672527e-01	5.409734e-01	5.057002e-01	0.000000e+00	1.852126e-04	0	
7.585715e-01	3.652863e-01	7.429435e-01	0.000000e+00	2.011162e-04	0	
4.159167e-01	5.169547e-01	3.821263e-01	2.416792e-01	2.584135e-04	3	
3.118162e-01	2.726998e-01	2.194577e-02	3.847825e-02	2.010942e-04	4	
1.102564e-01	3.049833e-01	5.096753e-01	9.350655e-01	2.051309e-04	3	
7.978099e-01	5.179195e-01	7.868506e-01	0.000000e+00	1.747850e-04	0	
2.774994e-01	3.076915e-01	3.828077e-02	2.604873e-03	1.787651e-04	3	
4.221481e-01	3.432177e-01	7.667631e-01	6.439822e-01	2.584163e-04	3	
7.919529e-01	7.100189e-01	5.606344e-01	0.000000e+00	2.318009e-04	0	
3.787729e-01	3.192661e-01	9.555427e-01	9.580990e-01	1.502089e-04	2	
3.868431e-01	3.138547e-01	6.421997e-01	4.933631e-01	1.496609e-04	1	
5.715449e-01	5.126277e-01	3.147039e-01	9.308392e-02	1.498112e-04	2	
5.137465e-01	3.045422e-01	5.693478e-01	3.559931e-02	2.320932e-04	2	
5.145567e-01	4.346800e-01	3.806223e-01	0.000000e+00	2.055803e-04	0	
3.530285e-01	3.831472e-01	3.852654e-01	6.175247e-01	1.476285e-04	2	
6.349131e-01	5.023867e-01	2.196750e-01	0.000000e+00	1.619114e-04	0	
6.254460e-02	2.355804e-02	6.426016e-01	0.000000e+00	2.198938e-04	0	
6.556732e-01	4.615264e-01	5.140885e-01	0.000000e+00	2.664026e-04	0	
4.878467e-01	5.130900e-01	3.407142e-01	2.107300e-01	2.840568e-04	2	
5.818370e-01	4.772052e-01	3.531712e-01	2.208643e-01	2.671897e-04	1	
7.458254e-01	7.739059e-01	1.243102e-01	2.496345e-01	2.944712e-04	5	
4.792221e-01	4.042913e-01	4.247583e-01	2.722853e-01	2.781724e-04	2	
1.672238e-01	4.007604e-01	8.197999e-01	9.422552e-01	3.876179e-04	6	
7.755521e-01	7.236023e-01	6.244167e-02	1.953635e-02	4.056338e-04	2	
7.141956e-01	5.936104e-01	9.441553e-01	8.981466e-01	8.006885e-04	8	
7.537169e-01	4.915822e-01	7.855610e-01	6.404623e-01	8.111851e-04	3	
7.402553e-01	3.554988e-01	8.621380e-01	3.209757e-01	7.615262e-04	2	
3.502626e-01	3.910634e-01	4.790615e-01	2.628941e-01	5.015952e-04	3	
1.058806e-01	5.867242e-02	6.467458e-01	3.910861e-01	6.126783e-04	3	
2.624246e-01	2.124967e-01	4.073596e-01	3.403652e-01	7.701635e-04	7	
3.552789e-01	3.162995e-01	1.508313e-01	1.314676e-02	5.451730e-04	1	
8.071719e-01	5.608117e-01	5.958430e-01	1.272968e-02	3.841145e-04	2	
3.390115e-01	3.263391e-01	8.296848e-01	8.529869e-01	4.852960e-04	4	
2.535425e-01	3.313066e-01	9.980357e-01	9.984552e-01	3.891500e-04	5	
1.055609e-01	1.004991e-01	3.343421e-01	3.364670e-01	4.460874e-04	5	
2.103534e-01	2.191815e-01	5.234539e-01	3.593177e-01	5.765292e-04	4	
1.760716e-01	1.682839e-01	5.254484e-01	4.839815e-01	6.153325e-04	4	
4.741038e-01	3.988655e-01	1.803665e-01	3.013327e-01	5.553033e-04	5	
2.773490e-01	1.953268e-01	4.448750e-01	1.851456e-01	5.385107e-04	3	
2.104829e-01	1.909538e-01	2.949196e-01	2.117091e-01	6.734651e-04	5	
4.411728e-01	3.995485e-01	4.661730e-01	1.491768e-01	5.487976e-04	3	
6.486030e-01	7.118461e-01	1.482614e-02	1.771352e-02	6.136077e-04	5	
3.513641e-01	4.479739e-01	7.858831e-01	8.466273e-01	5.932381e-04	8	
6.776392e-01	7.270388e-01	2.924087e-01	1.321090e-01	9.742763e-04	8	
5.413090e-01	4.659927e-01	3.031320e-01	8.489026e-02	7.249951e-04	4	
6.168236e-02	9.526937e-02	3.615935e-01	5.743843e-01	8.165115e-04	7	
6.274424e-01	6.268807e-01	7.407137e-02	8.155033e-02	5.922796e-04	5	
6.668717e-01	6.423585e-01	2.073121e-02	3.118244e-03	4.527886e-04	1	
3.685459e-01	3.022191e-01	2.183261e-01	1.089715e-01	5.555915e-04	6	
4.309984e-01	5.366909e-01	3.364955e-02	3.165937e-02	6.193684e-04	7	
1.974070e-01	2.845415e-01	6.626276e-01	7.858276e-01	7.135735e-04	8	
6.493108e-01	4.010330e-01	5.986513e-01	2.643570e-01	6.259950e-04	2	
2.952055e-01	2.539809e-01	5.295993e-01	6.687928e-01	6.367078e-04	5	
1.728269e-01	1.788293e-01	1.574716e-01	2.215359e-01	5.406276e-04	2	
3.930648e-01	3.933482e-01	5.412402e-01	6.959522e-01	6.110160e-04	3	
3.678180e-01	1.123942e-01	7.845953e-01	3.881696e-02	6.090677e-04	4	
2.439124e-01	2.630500e-01	2.354692e-01	2.516883e-01	4.630005e-04	1	
1.918278e-01	1.815154e-01	4.099896e-01	5.136977e-01	4.627978e-04	4	
2.051815e-01	1.768408e-01	9.284142e-01	8.705631e-01	6.366233e-04	3	
3.481049e-01	4.081073e-01	6.359632e-01	7.813777e-01	6.072074e-04	4	
6.209344e-01	6.764937e-01	2.321624e-01	3.758328e-01	4.113790e-04	5	
2.234373e-01	3.471207e-01	6.334939e-01	7.539477e-01	3.271612e-04	4	
5.401570e-01	5.562015e-01	1.170677e-01	8.126213e-02	3.849335e-04	4	
5.454873e-01	5.987317e-01	1.041955e-01	4.529281e-02	3.784676e-04	4	
1.623803e-03	1.526471e-03	9.204110e-01	9.225938e-01	4.074900e-04	3	
7.624371e-01	4.593684e-01	8.258090e-01	2.065608e-01	5.290098e-04	2	
3.372556e-01	2.621825e-01	4.848501e-02	1.548468e-02	1.134577e-03	10	
6.007325e-01	5.970628e-01	3.190030e-01	3.415013e-01	1.104623e-03	13	
3.289826e-01	3.965068e-01	7.301964e-02	2.964260e-02	9.622423e-04	8	
3.603359e-01	3.689473e-01	7.160627e-01	7.699939e-01	9.783695e-04	10	
2.131731e-01	2.191385e-01	7.922665e-02	5.858133e-02	8.034953e-04	8	
3.993240e-01	3.134851e-01	5.749599e-01	4.539255e-01	4.671157e-04	1	
3.519927e-01	2.342366e-01	6.105574e-01	4.159279e-01	4.260319e-04	1	
4.786359e-01	4.034313e-01	4.984102e-01	4.267125e-01	4.193292e-04	2	
3.276532e-01	4.612138e-01	1.026481e-01	3.087352e-01	4.006411e-04	4	
4.194352e-01	4.640941e-01	1.785135e-01	2.367459e-01	4.665769e-04	7	
6.108748e-01	5.073602e-01	6.779070e-01	4.403820e-01	7.196797e-04	4	
7.174681e-01	5.652642e-01	7.813215e-01	7.643858e-01	7.449233e-04	7	
6.080024e-01	4.497400e-01	8.883857e-01	7.487601e-01	9.009462e-04	4	
6.716201e-01	6.734171e-01	6.723283e-02	2.801081e-02	5.805604e-04	4	
3.472297e-01	2.690690e-01	6.132489e-01	5.840543e-01	4.342246e-04	3	
4.588260e-01	4.222955e-01	1.019674e-01	1.961302e-04	2.411940e-04	1	
2.930770e-01	3.948350e-01	2.691657e-01	4.346660e-01	1.914773e-04	1	
7.212178e-01	4.832999e-01	6.371844e-01	1.084902e-01	2.792847e-04	2	
6.658125e-01	6.536056e-01	5.595126e-01	6.759957e-01	2.798595e-04	2	
6.135731e-02	6.346983e-02	4.261001e-01	4.468826e-01	3.690077e-04	3	
3.728736e-01	4.047568e-01	1.397915e-01	1.948975e-01	4.236493e-04	5	
2.893276e-01	2.489825e-01	9.780739e-01	9.765438e-01	5.993007e-04	5	
4.145682e-01	4.040372e-01	9.961668e-01	9.954290e-01	4.983656e-04	3	
2.399417e-01	2.819099e-01	3.921292e-01	3.266422e-01	8.135027e-04	6	
4.590560e-01	4.741635e-01	7.360704e-02	1.347803e-01	7.622111e-04	5	
3.702276e-01	3.143192e-01	7.315438e-01	6.651880e-01	9.267823e-04	5	
1.537502e-01	1.372466e-01	3.780408e-01	4.705887e-01	1.291356e-03	12	
4.883775e-01	4.092555e-01	9.242529e-01	8.896368e-01	1.796239e-03	13	
6.863773e-01	7.221277e-01	1.641068e-01	1.316448e-01	2.112283e-03	12	
1.855261e-01	1.933106e-01	8.171450e-01	8.522174e-01	1.343580e-03	13	
3.406804e-01	1.983962e-01	8.866044e-01	8.895585e-01	1.805988e-03	10	
3.601014e-01	3.099993e-01	8.042155e-01	7.725024e-01	2.101750e-03	13	
8.725354e-02	1.199702e-01	8.109497e-01	8.917740e-01	2.351065e-03	14	
3.234074e-01	3.078550e-01	2.591799e-01	2.835495e-01	2.405290e-03	16	
5.276227e-01	5.014693e-01	5.595667e-01	3.353346e-01	2.948216e-03	18	
5.060233e-01	5.899574e-01	2.413337e-01	1.795414e-01	1.919864e-03	14	
3.738619e-01	2.834752e-01	2.339148e-02	1.638780e-02	2.301541e-03	12	
2.295774e-01	2.307983e-01	4.478140e-02	1.007224e-01	1.819890e-03	10	
2.476625e-01	2.273123e-01	5.819177e-01	1.194511e-01	1.498604e-03	6	
4.589603e-01	4.287913e-01	1.862017e-01	3.056070e-01	1.203926e-03	13	
4.716918e-01	5.915475e-01	1.604554e-01	1.038038e-01	2.318487e-03	17	
4.817526e-01	4.310245e-01	4.675905e-01	3.529886e-01	3.710980e-03	29	
7.593769e-02	5.081184e-02	8.921310e-01	6.683025e-01	5.560381e-03	29	
3.942275e-01	3.518353e-01	3.027662e-01	2.683276e-01	3.977929e-03	30	
9.906829e-02	1.452213e-01	7.863535e-01	8.804263e-01	4.063404e-03	31	
3.773988e-01	2.972957e-01	8.588827e-01	7.593192e-01	2.356160e-03	17	
6.311602e-01	6.094835e-01	4.156033e-01	3.315501e-01	1.584477e-03	15	
6.932746e-01	6.826720e-01	1.641906e-02	9.433770e-03	1.141389e-03	14	
1.416383e-01	2.980253e-01	8.173478e-01	9.143039e-01	9.192641e-04	8	
4.126038e-01	4.970468e-01	5.311406e-01	7.501579e-01	9.522105e-04	9	
6.470560e-01	5.515623e-01	9.198269e-01	9.145636e-01	1.656080e-03	8	
2.894914e-01	2.723887e-01	3.385428e-01	2.154820e-01	1.181128e-03	9	
3.323507e-01	3.751753e-01	8.782196e-01	8.509159e-01	1.250950e-03	8	
4.689130e-01	4.746696e-01	5.679326e-01	3.873618e-01	1.390786e-03	8	
2.074308e-01	1.116929e-01	7.097591e-01	5.919696e-01	1.119109e-03	9	
3.534540e-01	3.975063e-01	4.385229e-01	3.776613e-01	9.003229e-04	9	
2.726318e-01	3.136164e-01	8.936921e-01	9.226729e-01	1.440548e-03	7	
3.053647e-01	3.009033e-01	8.082541e-01	7.854777e-01	1.009087e-03	7	
5.437454e-01	4.622421e-01	2.729517e-01	1.474880e-01	9.464056e-04	6	
2.100234e-01	2.734036e-01	8.505760e-01	9.184657e-01	1.000632e-03	10	
5.016208e-01	5.498620e-01	5.515866e-01	4.593669e-01	8.420974e-04	9	
7.679352e-01	7.187809e-01	8.099132e-01	7.866890e-01	1.398267e-03	11	
3.047561e-01	2.797684e-01	8.442649e-01	8.106034e-01	1.257922e-03	10	
3.769414e-01	3.452969e-01	5.278300e-01	2.822569e-01	1.230749e-03	9	
3.055295e-01	3.553596e-01	3.243545e-01	1.220799e-01	1.258329e-03	9	
7.694987e-01	8.135202e-01	7.437973e-02	4.748731e-02	9.068268e-04	10	
4.194089e-02	3.066328e-02	5.654434e-01	5.014107e-01	6.555503e-04	3	
3.938707e-01	3.366901e-01	1.296273e-01	2.088020e-01	8.288831e-04	7	
7.194317e-02	7.838582e-02	3.516905e-01	2.110137e-01	8.632190e-04	4	
7.306559e-01	6.719000e-01	2.286370e-01	1.860271e-01	7.824890e-04	4	
5.845918e-01	4.582969e-01	5.183483e-01	2.034191e-01	9.501774e-04	2	
6.513658e-01	6.977845e-01	2.666155e-01	2.539685e-01	1.481156e-03	5	
4.516964e-01	5.090337e-01	8.965950e-01	9.286017e-01	1.443034e-03	6	
2.506284e-01	2.485980e-01	2.809962e-01	2.325124e-01	1.628178e-03	9	
2.547642e-01	3.796446e-01	7.581459e-01	8.898561e-01	1.168444e-03	9	
1.757176e-01	1.530627e-01	3.790431e-01	3.803249e-01	1.596108e-03	10	
2.328439e-03	2.365613e-03	9.611386e-01	9.739815e-01	1.154835e-03	6	
4.839273e-01	6.222803e-01	3.374718e-02	1.106793e-02	1.925809e-03	12	
8.756337e-02	2.178284e-01	6.783848e-01	8.667860e-01	1.689983e-03	20	
2.672052e-01	2.501468e-01	4.402813e-02	4.089823e-02	2.299869e-03	13	
2.670166e-01	3.576948e-01	4.141679e-01	4.255441e-01	2.731422e-03	16	
3.131485e-01	3.042100e-01	2.457564e-01	4.688054e-01	3.483645e-03	24	
3.577909e-01	3.086646e-01	5.529405e-01	2.239050e-01	5.706110e-03	32	
3.655840e-01	2.617530e-01	7.736075e-01	7.202585e-01	6.267700e-03	36	
9.467037e-02	1.742172e-01	6.801121e-01	7.951424e-01	5.288815e-03	38	
6.611122e-01	5.987630e-01	7.248475e-01	6.439768e-01	5.739510e-03	40	
4.587644e-01	3.962930e-01	5.164427e-01	3.658035e-01	8.104981e-03	45	
1.667714e-01	2.055241e-01	7.700002e-01	7.872480e-01	6.394015e-03	51	
1.910055e-01	2.531677e-01	8.539214e-02	8.697326e-02	7.901526e-03	61	
6.880927e-01	6.324503e-01	3.506308e-01	4.165652e-01	7.867046e-03	55	
8.320716e-01	8.557320e-01	8.279551e-01	9.141909e-01	7.494905e-03	58	
4.746456e-01	4.028014e-01	2.227389e-01	2.711015e-01	7.224690e-03	67	
3.123498e-01	3.659373e-01	4.922544e-01	5.477160e-01	6.722310e-03	55	
5.108624e-01	4.379912e-01	6.516890e-01	4.786115e-01	1.167204e-02	68	
7.163480e-01	7.039786e-01	7.839789e-02	1.189603e-01	9.391836e-03	73	
4.073952e-01	3.753850e-01	6.814019e-01	5.808820e-01	1.065973e-02	74	
2.202425e-01	2.068802e-01	2.627110e-02	5.600935e-02	9.944798e-03	83	
7.014028e-01	6.706174e-01	4.467008e-01	3.394114e-01	1.209805e-02	89	
2.715427e-01	2.310197e-01	8.439758e-01	8.208420e-01	1.352272e-02	75	
1.615181e-01	1.821890e-01	4.273191e-01	3.579168e-01	1.153504e-02	85	
4.188421e-01	4.481304e-01	6.219020e-01	6.461038e-01	1.213763e-02	91	
3.775066e-01	3.783783e-01	3.439561e-01	2.778888e-01	1.255858e-02	84	
3.635010e-01	3.600501e-01	5.701619e-01	6.183546e-01	1.011583e-02	81	
5.337433e-01	5.694304e-01	3.183875e-01	4.005600e-01	8.261311e-03	68	
2.800795e-01	3.177395e-01	1.306839e-01	1.681532e-01	7.325046e-03	64	
4.376796e-01	4.378542e-01	5.839325e-01	4.610583e-01	1.046797e-02	71	
3.846829e-01	4.243228e-01	7.342007e-01	6.931241e-01	1.092623e-02	72	
1.382189e-01	2.397386e-01	9.100295e-02	7.352597e-02	1.090997e-02	77	
4.223066e-01	2.572863e-01	9.508523e-01	8.931403e-01	1.267156e-02	79	
4.051426e-01	3.176046e-01	6.427635e-01	6.073130e-01	1.161991e-02	69	
3.378995e-01	3.589462e-01	8.683884e-01	8.938706e-01	9.358666e-03	64	
4.472733e-01	5.081604e-01	4.055356e-01	4.355838e-01	1.013520e-02	74	
5.663684e-01	6.093584e-01	2.037043e-01	1.783451e-01	8.061934e-03	73	
6.421873e-01	6.024491e-01	4.290544e-01	3.081679e-01	1.057251e-02	60	
4.532474e-01	3.864915e-01	2.382361e-01	5.109389e-01	9.158401e-03	71	
5.339088e-01	5.550772e-01	5.925848e-01	6.088948e-01	8.554065e-03	68	
1.905681e-01	1.785270e-01	6.567942e-01	7.256453e-01	9.721124e-03	66	
9.505688e-01	9.090144e-01	1.647661e-01	1.691130e-01	1.167656e-02	80	
4.203796e-01	4.622344e-01	8.379213e-01	8.188954e-01	9.987864e-03	79	
7.993717e-01	7.687447e-01	3.483692e-01	4.232298e-01	8.498660e-03	68	
4.949743e-01	3.959846e-01	7.255460e-01	5.436598e-01	9.432012e-03	59	
4.213856e-01	4.394055e-01	7.764539e-02	8.503986e-02	8.354800e-03	63	
3.475977e-01	3.098510e-01	3.615786e-01	3.268023e-01	7.789086e-03	65	
4.162061e-01	4.699230e-01	1.487136e-01	9.341880e-02	8.768646e-03	63	
3.686695e-01	5.064385e-01	1.170922e-01	5.463400e-02	1.194042e-02	80	
7.990058e-01	7.569345e-01	4.895573e-01	5.115656e-01	9.523311e-03	69	
4.194172e-01	5.048876e-01	8.131183e-01	8.068353e-01	9.698351e-03	73	
5.055021e-01	4.678313e-01	5.510925e-01	5.167635e-01	1.349058e-02	83	
2.262428e-01	2.669491e-01	3.624728e-01	2.371737e-01	1.089950e-02	90	
5.878762e-01	5.958690e-01	3.114308e-01	2.796402e-01	1.369904e-02	90	
1.065460e-01	1.055375e-01	1.105060e-01	9.055362e-02	1.190767e-02	95	
4.033912e-01	4.753022e-01	7.563404e-01	6.958908e-01	1.274691e-02	84	
2.036240e-01	2.755401e-01	1.676837e-01	1.467273e-01	1.055790e-02	85	
1.502309e-01	1.677324e-01	1.618724e-01	1.199510e-01	1.509228e-02	92	
2.183622e-01	2.271415e-01	1.963430e-01	2.353280e-01	1.133415e-02	86	
4.719925e-01	5.281364e-01	1.263209e-01	1.154341e-01	9.801741e-03	73	
2.706785e-01	2.836980e-01	3.057106e-01	3.098224e-01	9.692414e-03	70	
8.505549e-01	8.619555e-01	6.947588e-01	6.450815e-01	8.407579e-03	54	
5.894377e-01	5.725401e-01	4.022876e-01	3.722070e-01	6.541027e-03	46	
5.294660e-01	6.307155e-01	7.712200e-01	8.617515e-01	7.320417e-03	42	
5.431220e-01	4.840511e-01	8.126502e-01	6.098288e-01	4.351498e-03	22	
2.554867e-01	1.720568e-01	2.384791e-01	3.092956e-01	4.885589e-03	32	
4.310232e-01	4.621355e-01	9.684194e-01	9.789741e-01	5.937869e-03	49	
4.229372e-01	3.059978e-01	9.519808e-01	9.535502e-01	5.504087e-03	39	
2.652816e-01	3.359856e-01	2.165985e-01	3.393420e-01	3.059504e-03	26	
3.769993e-01	3.584756e-01	4.363665e-01	5.415086e-01	2.931882e-03	18	
4.988601e-01	4.531791e-01	7.894689e-01	7.269591e-01	2.890720e-03	25	
2.775004e-01	3.376370e-01	6.877356e-01	7.441989e-01	2.050423e-03	13	
3.273467e-01	3.060645e-01	7.481580e-01	8.720768e-01	1.433628e-03	9	
1.821740e-01	1.916881e-01	6.359680e-01	7.210693e-01	1.146497e-03	10	
5.547642e-01	6.637359e-01	1.823141e-01	8.187837e-02	7.608998e-04	4	
3.475810e-01	3.162983e-01	6.445575e-01	8.026254e-01	7.037896e-04	3	
3.182768e-01	4.533592e-01	9.038151e-01	9.433013e-01	9.448101e-04	10	
5.548869e-01	5.704477e-01	5.699250e-01	3.572170e-01	1.279733e-03	8	
3.552596e-01	2.101061e-01	7.790794e-01	6.370621e-01	8.954704e-04	7	
3.009599e-01	2.946427e-01	9.758694e-01	9.797297e-01	9.854004e-04	5	
3.435753e-01	2.058811e-01	8.287425e-01	4.986612e-01	1.896680e-03	11	
9.245530e-02	6.273799e-02	8.184351e-01	8.198891e-01	1.843429e-03	17	
3.982456e-01	3.527296e-01	9.597428e-01	9.497714e-01	1.709031e-03	7	
1.305731e-01	2.086305e-01	2.974070e-01	4.307609e-01	1.695345e-03	16	
6.780086e-01	6.071362e-01	8.791258e-02	1.127610e-01	2.585491e-03	16	
4.601742e-01	4.500296e-01	2.989391e-01	2.492045e-01	2.670861e-03	18	
5.332828e-01	5.334481e-01	9.564558e-01	9.652568e-01	2.877077e-03	29	
8.223018e-01	7.809639e-01	5.840440e-01	5.792394e-01	2.642834e-03	20	
1.600587e-01	1.149815e-01	6.567112e-01	6.052060e-01	2.832006e-03	18	
5.160587e-01	5.509574e-01	9.983575e-01	9.985268e-01	3.292437e-03	23	
3.260885e-01	2.515856e-01	7.432886e-01	5.909159e-01	3.051503e-03	16	
4.722634e-01	4.585503e-01	9.185418e-01	8.711172e-01	3.300974e-03	25	
4.803735e-01	4.474384e-01	5.347531e-01	5.176401e-01	4.074728e-03	30	
3.514916e-01	3.524014e-01	4.384515e-01	4.889326e-01	4.537674e-03	35	
1.171717e-01	1.396611e-01	6.077696e-01	7.325128e-01	5.789528e-03	42	
6.416934e-02	8.036677e-02	8.490701e-01	8.416364e-01	6.352181e-03	44	
6.184175e-01	6.401702e-01	2.954116e-01	2.218368e-01	8.911129e-03	46	
5.089078e-01	5.678546e-01	6.804770e-02	5.724224e-02	6.676322e-03	54	
3.485751e-01	3.295512e-01	6.728601e-01	6.956298e-01	5.541933e-03	44	
1.407576e-01	1.575545e-01	4.828988e-01	5.109908e-01	6.341821e-03	46	
5.753190e-01	5.833469e-01	3.255476e-01	3.510145e-01	6.189809e-03	52	
1.864135e-01	1.927540e-01	8.716158e-01	8.729071e-01	5.233553e-03	42	
1.891355e-01	2.445059e-01	5.061374e-01	5.579920e-01	2.887017e-03	31	
5.554110e-01	5.091463e-01	8.959888e-01	9.058882e-01	3.429557e-03	27	
1.756288e-01	1.727172e-01	8.245567e-03	5.567600e-03	2.366809e-03	13	
2.302403e-01	3.001919e-01	8.438579e-02	8.340670e-02	1.531416e-03	12	
2.098728e-01	3.234294e-01	7.880171e-01	9.448624e-01	1.209685e-03	13	
7.730502e-01	4.677825e-01	8.498910e-01	5.428789e-01	1.209200e-03	6	
4.067203e-01	4.900772e-01	1.817264e-01	2.838963e-01	9.918101e-04	6	
9.214607e-01	7.255247e-01	8.794810e-01	4.859526e-01	7.727522e-04	3	
5.342549e-01	5.709722e-01	1.407368e-01	4.336442e-02	5.530808e-04	3	
7.429754e-01	7.311118e-01	9.584378e-02	6.036116e-02	4.995972e-04	6	
4.400029e-01	4.669187e-01	4.565469e-01	5.228506e-01	3.743744e-04	4	
3.999067e-01	4.092015e-01	6.172096e-01	7.745234e-01	4.077191e-04	4	
4.110272e-01	3.924718e-01	7.969328e-01	8.184778e-01	5.693784e-04	3	
2.165002e-01	1.864244e-01	3.641694e-01	1.007278e-01	3.484605e-04	4	
2.786810e-01	2.336242e-01	2.344733e-01	2.297185e-01	3.509208e-04	3	
4.066754e-01	3.605349e-01	9.712844e-01	9.584049e-01	2.515253e-04	3	
5.054807e-01	5.118576e-01	1.401915e-01	0.000000e+00	1.628546e-04	0	
4.513939e-01	3.800167e-01	2.059326e-01	0.000000e+00	1.563512e-04	0	
1.934914e-01	2.277174e-01	3.575299e-02	0.000000e+00	1.410101e-04	0	
1.744710e-01	1.241188e-01	3.889721e-01	0.000000e+00	2.595674e-04	0	
3.372966e-01	3.237550e-01	1.606786e-01	4.050031e-02	3.018542e-04	2	
2.584068e-02	2.362751e-02	6.871020e-01	5.888741e-01	3.267806e-04	3	
3.118620e-01	3.178309e-01	3.597969e-01	3.891032e-01	3.463519e-04	1	
4.666550e-01	3.731664e-01	2.562960e-01	6.634321e-02	3.747407e-04	2	
2.935148e-01	2.858925e-01	2.304707e-01	6.663377e-02	3.584171e-04	4	
3.682235e-01	3.562147e-01	3.351388e-01	2.678879e-01	4.472545e-04	6	
3.042272e-01	2.906307e-01	4.241102e-01	4.534752e-03	4.382461e-04	1	
2.243545e-01	2.226668e-01	4.991180e-01	3.177067e-01	4.384147e-04	2	
3.123702e-01	2.406334e-01	1.559577e-03	7.580320e-05	3.571525e-04	1	
5.203604e-02	6.559788e-02	2.977875e-01	3.102917e-01	3.188992e-04	2	
4.877114e-01	3.366350e-01	9.091899e-01	7.587364e-01	4.207625e-04	2	
5.409955e-01	2.161913e-01	8.487436e-01	0.000000e+00	6.262548e-04	0	
6.730807e-01	5.827910e-01	3.990615e-02	3.155076e-02	3.929139e-04	3	
7.449869e-01	5.682485e-01	6.832508e-01	5.128064e-01	3.165512e-04	4	
2.233108e-01	3.042141e-01	2.883791e-01	4.264328e-01	3.367967e-04	2	
2.375728e-01	1.962974e-01	1.997398e-01	4.455622e-02	2.877126e-04	4	
4.437253e-01	3.832313e-01	4.687486e-01	1.901434e-01	2.181163e-04	2	
7.938992e-01	7.741660e-01	7.593027e-02	6.224237e-02	1.924991e-04	2	
5.231845e-03	6.258012e-03	2.339969e-01	3.019400e-01	1.815558e-04	1	
6.423780e-01	6.572089e-01	4.538654e-02	9.487316e-02	2.942415e-04	3	
6.210973e-01	3.968112e-01	8.186220e-01	4.236837e-01	2.523891e-04	3	
2.610794e-01	3.968771e-01	9.573549e-01	9.777983e-01	5.580368e-04	4	
4.727783e-01	5.706065e-01	2.887881e-01	2.106480e-01	5.305852e-04	3	
6.785789e-01	7.783425e-01	2.103620e-01	1.894108e-01	7.175796e-04	5	
5.429415e-01	5.710580e-01	5.376529e-01	6.302463e-01	6.306185e-04	4	
3.026140e-01	2.977908e-01	5.942849e-04	4.568102e-04	6.526300e-04	5	
2.224080e-01	2.690979e-01	4.846776e-01	6.933398e-01	2.767745e-04	1	
4.656438e-01	5.890313e-01	2.694278e-01	5.682339e-01	7.010906e-04	7	
5.729823e-01	5.259126e-01	8.540651e-01	8.579351e-01	5.983166e-04	5	
7.511441e-01	7.175148e-01	3.036081e-01	4.020364e-01	8.987610e-04	9	
4.832366e-01	4.652915e-01	1.071811e-01	3.339318e-02	1.056676e-03	6	
6.729501e-01	7.163819e-01	8.915747e-01	9.296248e-01	1.193776e-03	9	
4.122639e-01	4.169119e-01	7.081803e-01	5.938052e-01	9.208583e-04	9	
5.131084e-01	3.121794e-01	5.976331e-01	3.160884e-02	5.573664e-04	3	
