Gene Name,ENSEMBL Gene ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Alkal2,ENSMUSG00000054204,1.23022748141494,-0.00696939407747904,0.827611427978033,-0.00842109454011071,0.993281018094058,0.996468963114984
1810022K09Rik,ENSMUSG00000078784,53.35337490771,-0.00695671689304994,0.211122916951869,-0.0329510267927755,0.973713641369497,0.986394943744793
Crp,ENSMUSG00000037942,0.669671760329608,0.00517266524028426,1.07188586991754,0.00482576119851472,0.9961496145902,0.998100993984803
Cnpy3,ENSMUSG00000023973,38.6324038034446,0.00451109335796717,0.166448779417371,0.0271019912177041,0.978378386583224,0.989232856327999
Armc5,ENSMUSG00000042178,41.7429001301823,0.00397689931285806,0.254603027400496,0.0156200000976513,0.987537549858315,0.993582531622004
Rbp4,ENSMUSG00000024990,32.6883989306379,0.00244978679103632,0.473972846994272,0.00516862264699718,0.995876054150988,0.998004626136349
Maml3,ENSMUSG00000061143,28.1107911500807,-0.0014445651862551,0.213256741126531,-0.00677383129191682,0.994595305926937,0.997313263752199
Pbsn,ENSMUSG00000000003,0,NA,NA,NA,NA,NA
Ins2,ENSMUSG00000000215,0,NA,NA,NA,NA,NA
Wap,ENSMUSG00000000381,0,NA,NA,NA,NA,NA
Gcg,ENSMUSG00000000394,0,NA,NA,NA,NA,NA
C1ql4,ENSMUSG00000001076,0,NA,NA,NA,NA,NA
Sost,ENSMUSG00000001494,0,NA,NA,NA,NA,NA
Csn3,ENSMUSG00000001622,0,NA,NA,NA,NA,NA
Prr27,ENSMUSG00000002240,0,NA,NA,NA,NA,NA
Pax2,ENSMUSG00000004231,0,NA,NA,NA,NA,NA
Gpx5,ENSMUSG00000004344,0,NA,NA,NA,NA,NA
Sst,ENSMUSG00000004366,0,NA,NA,NA,NA,NA
Prl4a1,ENSMUSG00000005891,0,NA,NA,NA,NA,NA
Trh,ENSMUSG00000005892,0,NA,NA,NA,NA,NA
Prl7a1,ENSMUSG00000006488,0,NA,NA,NA,NA,NA
Prl8a9,ENSMUSG00000006490,0,NA,NA,NA,NA,NA
Itih1,ENSMUSG00000006529,0,NA,NA,NA,NA,NA
Defb2,ENSMUSG00000006570,0,NA,NA,NA,NA,NA
Ceacam9,ENSMUSG00000007209,0,NA,NA,NA,NA,NA
2310003L06Rik,ENSMUSG00000007457,0,NA,NA,NA,NA,NA
Lpo,ENSMUSG00000009356,0,NA,NA,NA,NA,NA
Spaca7,ENSMUSG00000010435,0,NA,NA,NA,NA,NA
Myt1,ENSMUSG00000010505,0,NA,NA,NA,NA,NA
Wnt8a,ENSMUSG00000012282,0,NA,NA,NA,NA,NA
1810065E05Rik,ENSMUSG00000013653,0,NA,NA,NA,NA,NA
Sval2,ENSMUSG00000014104,0,NA,NA,NA,NA,NA
Gip,ENSMUSG00000014351,0,NA,NA,NA,NA,NA
Ceacam16,ENSMUSG00000014686,0,NA,NA,NA,NA,NA
Gzmf,ENSMUSG00000015441,0,NA,NA,NA,NA,NA
2310057J18Rik,ENSMUSG00000015519,0,NA,NA,NA,NA,NA
Svs4,ENSMUSG00000016998,0,NA,NA,NA,NA,NA
